cluster,geoid,name,median_age,white_pct,total_pop,median_income,college_degree_pct,unemploy_pct,latitude,longitude,geometry,nearest_hospital_idx,nearest_hospital_dist,nearest_hospital_beds,nearest_firestation_idx,nearest_firestation_dist,nearest_hospital_bed_per_thousand
5,510411009241,"Block Group 1, Census Tract 1009.24, Chesterfield County, Virginia",36.7,73.07839388145315,2615,89107.0,35.23344191096634,3.831705484598046,37.514829,-77.674901,POINT (-8646730.426737936 4511112.333058641),107,6974.934591177781,130.0,30066,3347.255867413345,2.373648846041484
0,510411009242,"Block Group 2, Census Tract 1009.24, Chesterfield County, Virginia",51.1,92.72076372315036,2514,195982.0,43.256578947368425,3.3707865168539324,37.527777,-77.682813,POINT (-8647611.186549092 4512929.65219711),107,8963.784786319691,130.0,30066,5131.448030935883,2.373648846041484
0,510411009263,"Block Group 3, Census Tract 1009.26, Chesterfield County, Virginia",46.9,79.31665649786454,1639,176695.0,40.57301293900185,1.3872832369942196,37.550983,-77.647835,POINT (-8643717.453400126 4516187.524498797),81,9271.882705915195,292.0,30119,5006.694454974501,4.037722282142759
5,510411009281,"Block Group 1, Census Tract 1009.28, Chesterfield County, Virginia",32.6,60.64654020838899,3743,111793.0,29.04661016949153,4.260915307732772,37.475738,-77.670043,POINT (-8646189.636651663 4505627.619828711),89,1749.8984575925351,28.0,30107,4450.035057713582,0.2469288227668374
0,510411009282,"Block Group 2, Census Tract 1009.28, Chesterfield County, Virginia",45.7,57.55555555555556,2250,58839.0,25.0625,1.1246485473289598,37.48609,-77.658471,POINT (-8644901.447504202 4507079.791133132),107,2721.061537192114,130.0,30066,2650.9221198416594,2.373648846041484
0,510411009283,"Block Group 3, Census Tract 1009.28, Chesterfield County, Virginia",55.6,77.0004372540446,2287,86409.0,29.77310459324848,6.513409961685824,37.498309,-77.671539,POINT (-8646356.170609888 4508794.122849219),107,4642.055093185048,130.0,30066,2648.116490067567,2.373648846041484
0,510411009292,"Block Group 2, Census Tract 1009.29, Chesterfield County, Virginia",44.2,82.62892594028693,2579,117676.0,31.98879551820728,0.9966777408637874,37.476008,-77.640998,POINT (-8642956.36204157 4505665.492684435),107,2410.416090846441,130.0,30107,3655.595264390116,2.373648846041484
5,510411009293,"Block Group 3, Census Tract 1009.29, Chesterfield County, Virginia",41.0,83.67911479944675,1446,170481.0,39.361702127659576,2.380952380952381,37.485001,-77.650103,POINT (-8643969.926005244 4506927.017506818),107,2759.600410077101,130.0,30066,2570.2910107749917,2.373648846041484
5,510411009294,"Block Group 4, Census Tract 1009.29, Chesterfield County, Virginia",38.6,68.80146386093321,1093,75500.0,30.8300395256917,8.264462809917356,37.492843,-77.650879,POINT (-8644056.309930101 4508027.205689462),107,3782.439680716335,130.0,30066,1486.5677246226323,2.373648846041484
5,510411009301,"Block Group 1, Census Tract 1009.30, Chesterfield County, Virginia",33.2,84.8396501457726,1029,93365.0,31.944444444444443,7.575757575757576,37.492215,-77.640263,POINT (-8642874.542215839 4507939.096591927),107,4153.825604037308,130.0,30066,1808.4015979321127,2.373648846041484
5,510411009302,"Block Group 2, Census Tract 1009.30, Chesterfield County, Virginia",40.1,92.43697478991596,2737,153800.0,36.2953692115144,1.983471074380165,37.487231,-77.631846,POINT (-8641937.566061832 4507239.862124219),107,4191.202646719538,130.0,30066,2923.327913482101,2.373648846041484
0,510411009311,"Block Group 1, Census Tract 1009.31, Chesterfield County, Virginia",52.9,90.42056074766354,856,83875.0,37.58992805755396,1.6574585635359116,37.49333,-77.623033,POINT (-8640956.507389471 4508095.532840398),107,5492.182712537458,130.0,30147,3143.6790107991046,2.373648846041484
0,510411009312,"Block Group 2, Census Tract 1009.31, Chesterfield County, Virginia",43.7,92.59850905218318,1878,142750.0,35.92982456140351,2.241715399610136,37.489313,-77.611297,POINT (-8639650.06184552 4507531.952389615),81,6163.581015022887,292.0,30147,1735.78265726004,4.037722282142759
5,510411009313,"Block Group 3, Census Tract 1009.31, Chesterfield County, Virginia",40.7,74.11720510894064,2662,100220.0,35.92964824120603,0.78064012490242,37.478268,-77.612809,POINT (-8639818.3769156 4505982.507879938),107,5413.124843342524,130.0,30147,2209.654578919421,2.373648846041484
5,510411009321,"Block Group 1, Census Tract 1009.32, Chesterfield County, Virginia",35.7,73.85204081632652,1568,120565.0,35.17305893358279,0.0,37.469509,-77.620004,POINT (-8640619.320651857 4504753.917006975),107,4381.029495403389,130.0,30147,3596.1395528682747,2.373648846041484
0,510411009322,"Block Group 2, Census Tract 1009.32, Chesterfield County, Virginia",45.3,80.42848870874349,1727,123707.0,29.102167182662537,0.87890625,37.468435,-77.608791,POINT (-8639371.095201593 4504603.281111757),107,5616.777939131421,130.0,30147,2929.814639305352,2.373648846041484
5,510411009331,"Block Group 1, Census Tract 1009.33, Chesterfield County, Virginia",35.9,61.74282678002125,941,65272.0,25.26595744680852,0.0,37.423621,-77.622113,POINT (-8640854.093457941 4498319.736796133),107,7316.325307717382,130.0,30107,4598.661044499537,2.373648846041484
5,510411009332,"Block Group 2, Census Tract 1009.33, Chesterfield County, Virginia",31.6,69.82851018220794,1866,65601.0,22.110552763819097,5.05795574288725,37.418399,-77.613886,POINT (-8639938.268007183 4497587.7847065935),107,8444.368921010035,130.0,29661,4999.847052089911,2.373648846041484
5,510411009341,"Block Group 1, Census Tract 1009.34, Chesterfield County, Virginia",38.0,78.30815709969788,1655,69211.0,25.47008547008547,4.968944099378882,37.424109,-77.605566,POINT (-8639012.089843784 4498388.14090161),107,8444.487481946911,130.0,29661,3788.531161068428,2.373648846041484
5,510411009342,"Block Group 2, Census Tract 1009.34, Chesterfield County, Virginia",33.4,66.92810457516339,2295,63606.0,23.87258410880458,8.319604612850082,37.426369,-77.594971,POINT (-8637832.659838831 4498704.936219985),107,9115.9587273949,130.0,29661,2879.972407038488,2.373648846041484
5,510411009343,"Block Group 3, Census Tract 1009.34, Chesterfield County, Virginia",19.0,37.29433272394881,1094,54083.0,21.15027829313544,30.866425992779785,37.43516,-77.587846,POINT (-8637039.508466927 4499937.304895339),107,9091.336256667691,130.0,29661,1438.4865083048735,2.373648846041484
0,510411009344,"Block Group 4, Census Tract 1009.34, Chesterfield County, Virginia",46.9,69.10356832027851,1149,88409.0,12.879640044994376,0.0,37.421021,-77.590712,POINT (-8637358.550127542 4497955.296208118),107,9957.187827989655,130.0,29661,3435.9957425692305,2.373648846041484
0,510411009351,"Block Group 1, Census Tract 1009.35, Chesterfield County, Virginia",42.3,96.77248677248676,1890,143750.0,39.06851424172441,0.0,37.532953,-77.653501,POINT (-8644348.18963496 4513656.218967441),81,9064.063651600469,292.0,30066,4200.143487976741,4.037722282142759
0,510411009352,"Block Group 2, Census Tract 1009.35, Chesterfield County, Virginia",47.0,97.32961339178956,2509,222039.0,43.80503144654088,0.6235385814497272,37.54052,-77.668088,POINT (-8645972.007047161 4514718.506541032),107,10405.711341374166,130.0,30066,5659.432217845039,2.373648846041484
5,510411009361,"Block Group 1, Census Tract 1009.36, Chesterfield County, Virginia",39.2,95.2443857331572,1514,144375.0,38.61746361746361,2.6986506746626686,37.515706,-77.652406,POINT (-8644226.294792542 4511235.414613447),107,6916.946437356081,130.0,30066,1794.5970717183286,2.373648846041484
0,510411009362,"Block Group 2, Census Tract 1009.36, Chesterfield County, Virginia",47.7,94.97891912610196,2609,148967.0,39.23205342237062,3.800675675675676,37.524062,-77.633607,POINT (-8642133.599685118 4512408.200363018),81,6712.564411039353,292.0,30119,2191.229407485327,4.037722282142759
5,510411009371,"Block Group 1, Census Tract 1009.37, Chesterfield County, Virginia",35.0,73.4126984126984,2520,92165.0,29.94047619047619,3.9095907147220528,37.454631,-77.656759,POINT (-8644710.868535964 4502667.3676864505),89,1713.5598434097487,28.0,30107,1325.1847006694377,0.2469288227668374
0,510411009372,"Block Group 2, Census Tract 1009.37, Chesterfield County, Virginia",62.2,97.82439782439782,1287,108889.0,31.36042402826856,2.5167785234899327,37.452911,-77.669853,POINT (-8646168.485948412 4502426.174881006),89,2266.6621020110983,28.0,30107,2659.2415026752706,0.2469288227668374
0,510411009381,"Block Group 1, Census Tract 1009.38, Chesterfield County, Virginia",45.1,59.24674070497345,2071,128636.0,31.59025787965616,1.1754827875734677,37.453791,-77.67979,POINT (-8647274.667728424 4502549.575158286),89,2918.7810014270835,28.0,30107,3771.965001360849,0.2469288227668374
5,510411009382,"Block Group 2, Census Tract 1009.38, Chesterfield County, Virginia",33.7,82.02046451193763,6157,197786.0,42.23124300111982,3.1029619181946404,37.467896,-77.70155,POINT (-8649696.979848085 4504527.683465984),89,4715.618791895076,28.0,30107,6639.091131315174,0.2469288227668374
5,510411010031,"Block Group 1, Census Tract 1010.03, Chesterfield County, Virginia",36.4,72.8619029988893,2701,160766.0,39.25207756232687,7.417582417582418,37.427944,-77.708025,POINT (-8650417.773550972 4498925.7173728505),89,7683.870500319106,28.0,30115,6165.950654241815,0.2469288227668374
3,510411010032,"Block Group 2, Census Tract 1010.03, Chesterfield County, Virginia",34.2,73.19753417314394,3731,159044.0,34.33456561922366,4.953408533594899,37.401936,-77.739407,POINT (-8653911.201811045 4495280.549350966),89,12732.071545746723,28.0,30115,8967.298196934731,0.2469288227668374
3,510411010033,"Block Group 3, Census Tract 1010.03, Chesterfield County, Virginia",35.7,91.55129570465034,2817,155000.0,38.59756097560976,5.490196078431373,37.438856,-77.732738,POINT (-8653168.812126946 4500455.472859948),89,9067.641291740616,28.0,30115,9313.358827020082,0.2469288227668374
3,510411010041,"Block Group 1, Census Tract 1010.04, Chesterfield County, Virginia",46.5,82.96362023070097,1127,112639.0,18.34975369458128,3.523489932885906,37.358898,-77.743024,POINT (-8654313.844409248 4489251.308432404),89,17756.125096331234,28.0,29778,8323.71305508328,0.2469288227668374
5,510411010042,"Block Group 2, Census Tract 1010.04, Chesterfield County, Virginia",39.3,80.74581430745815,1314,125417.0,27.67857142857143,2.9629629629629632,37.338111,-77.643686,POINT (-8643255.588832824 4486340.473001357),89,18101.23007541061,28.0,29778,4051.31645669282,0.2469288227668374
0,510411010043,"Block Group 3, Census Tract 1010.04, Chesterfield County, Virginia",47.5,75.32102728731942,2492,108750.0,21.768326804700617,2.8782894736842106,37.334789,-77.693577,POINT (-8648809.429547992 4485875.36292749),89,18875.22966534977,28.0,29778,4458.303407047515,0.2469288227668374
5,510411010071,"Block Group 1, Census Tract 1010.07, Chesterfield County, Virginia",37.9,74.46651949963208,1359,115509.0,39.80645161290322,0.0,37.427015,-77.682798,POINT (-8647609.516756732 4498795.490975445),89,6151.707730625246,28.0,30115,3820.829748242728,0.2469288227668374
5,510411010072,"Block Group 2, Census Tract 1010.07, Chesterfield County, Virginia",39.5,85.32388663967612,1976,85083.0,35.18939393939394,9.09970958373669,37.417756,-77.678345,POINT (-8647113.811064228 4497497.660852984),89,7184.140586264407,28.0,30115,2594.9460622054035,0.2469288227668374
0,510411010073,"Block Group 3, Census Tract 1010.07, Chesterfield County, Virginia",55.7,78.1434337162372,3221,145000.0,30.97030531158511,4.923239809422976,37.41549,-77.667217,POINT (-8645875.047770679 4497180.0610300405),89,7233.937585335168,28.0,30115,1461.8420560553488,0.2469288227668374
5,510411010081,"Block Group 1, Census Tract 1010.08, Chesterfield County, Virginia",37.0,73.15769377625048,2619,194444.0,45.4388389771942,0.0,37.412833,-77.707586,POINT (-8650368.904294515 4496807.671358024),89,9274.428795282874,28.0,30115,5449.840578843686,0.2469288227668374
0,510411010082,"Block Group 2, Census Tract 1010.08, Chesterfield County, Virginia",42.5,84.45092322643343,3087,125037.0,35.07575757575758,3.485254691689008,37.415995,-77.69057,POINT (-8648474.691839175 4497250.840387942),89,7918.813810619609,28.0,30115,3707.051475045753,0.2469288227668374
5,510411010091,"Block Group 1, Census Tract 1010.09, Chesterfield County, Virginia",33.6,61.15071283095723,1964,89152.0,29.563492063492063,6.86359687228497,37.39491,-77.68586,POINT (-8647950.37703754 4494296.032871812),89,10490.92950366666,28.0,30115,3442.689915362417,0.2469288227668374
5,510411010092,"Block Group 2, Census Tract 1010.09, Chesterfield County, Virginia",22.9,59.46941783345615,4071,183438.0,38.952051408798816,5.291576673866091,37.386471,-77.714066,POINT (-8651090.254594855 4493113.642107819),89,12796.047537933771,28.0,29778,6350.458376593293,0.2469288227668374
5,510411010093,"Block Group 3, Census Tract 1010.09, Chesterfield County, Virginia",31.0,64.89838098518773,2903,124393.0,26.35046113306983,15.917745620715918,37.38957,-77.69569,POINT (-8649044.647632036 4493547.8284418145),89,11548.432622437467,28.0,30115,4765.780194008981,0.2469288227668374
5,510411010111,"Block Group 1, Census Tract 1010.11, Chesterfield County, Virginia",34.9,67.91569086651053,854,98750.0,23.4860883797054,7.228915662650602,37.397276,-77.659697,POINT (-8645037.925199915 4494627.557718294),89,9731.547807622796,28.0,30115,1401.9120745556934,0.2469288227668374
5,510411010112,"Block Group 2, Census Tract 1010.11, Chesterfield County, Virginia",38.7,67.05607476635514,2140,119318.0,28.443579766536963,1.7456359102244388,37.390882,-77.650991,POINT (-8644068.77771307 4493731.652007084),89,10666.67548137344,28.0,30115,2468.7941759285877,0.2469288227668374
5,510411010121,"Block Group 1, Census Tract 1010.12, Chesterfield County, Virginia",31.6,69.67993079584775,2312,110694.0,27.02312138728324,11.714890613973184,37.402477,-77.640509,POINT (-8642901.926810574 4495356.360666958),89,9240.312557007384,28.0,30115,2179.2862667589543,0.2469288227668374
5,510411010122,"Block Group 2, Census Tract 1010.12, Chesterfield County, Virginia",32.6,90.33078880407125,1179,108030.0,24.90613266583229,0.0,37.40501,-77.651119,POINT (-8644083.02660789 4495711.321854396),89,8694.484088967018,28.0,30115,946.649138716884,0.2469288227668374
0,510411010123,"Block Group 3, Census Tract 1010.12, Chesterfield County, Virginia",43.4,78.8659793814433,1940,72039.0,28.43472317156528,1.891659501289768,37.414524,-77.636573,POINT (-8642463.773294812 4497044.6705581285),89,7736.424548204583,28.0,30115,2709.3036194806427,0.2469288227668374
0,510411010131,"Block Group 1, Census Tract 1010.13, Chesterfield County, Virginia",47.3,97.11964549483014,1354,136103.0,20.126705653021443,2.1739130434782608,37.387444,-77.624343,POINT (-8641102.33592241 4493249.962634798),89,11767.754806207382,28.0,30115,4766.15648822976,0.2469288227668374
5,510411010132,"Block Group 2, Census Tract 1010.13, Chesterfield County, Virginia",41.0,83.78707842340512,2461,122670.0,33.266799733865604,1.7826825127334467,37.399423,-77.621396,POINT (-8640774.277383042 4494928.405256739),89,10327.64724578916,28.0,30115,4342.381249464478,0.2469288227668374
0,510411010141,"Block Group 1, Census Tract 1010.14, Chesterfield County, Virginia",45.2,72.33651726671565,2722,113750.0,25.64966313763233,1.5703517587939697,37.365479,-77.637965,POINT (-8642618.730025996 4490173.023945082),89,14381.829977400625,28.0,29778,3475.7135601389514,0.2469288227668374
5,510411010151,"Block Group 1, Census Tract 1010.15, Chesterfield County, Virginia",41.3,70.48832271762208,3297,124657.0,36.62579473206176,0.0,37.376697,-77.669675,POINT (-8646148.67107905 4491744.370418816),89,12668.204208026682,28.0,29778,2420.1855572212557,0.2469288227668374
5,510411010152,"Block Group 2, Census Tract 1010.15, Chesterfield County, Virginia",40.8,81.47379346133887,1927,107841.0,32.22409435551811,3.59955005624297,37.382487,-77.658182,POINT (-8644869.276171364 4492555.488945255),89,11804.030493944452,28.0,29778,3415.4135844012094,0.2469288227668374
0,510411010153,"Block Group 3, Census Tract 1010.15, Chesterfield County, Virginia",49.3,65.90370955011839,1267,114792.0,25.51124744376278,7.227138643067847,37.373871,-77.659441,POINT (-8645009.427410273 4491348.5000743605),89,13010.482253658562,28.0,29778,2244.867033709903,0.2469288227668374
0,510430101011,"Block Group 1, Census Tract 101.01, Clarke County, Virginia",57.6,90.08620689655172,1856,112438.0,16.340694006309146,6.948228882833788,39.155611,-77.987424,POINT (-8681520.327959122 4743986.087877676),19,23578.44884960572,455.0,29604,769.659684980807,3.7899927532006696
2,510430101012,"Block Group 2, Census Tract 101.01, Clarke County, Virginia",44.0,81.2200137080192,1459,82528.0,18.66801210898083,5.361930294906166,39.143981,-77.980907,POINT (-8680794.858837623 4742316.65004807),19,24716.877237259047,455.0,29604,1080.4340368612252,3.7899927532006696
5,510430101013,"Block Group 3, Census Tract 101.01, Clarke County, Virginia",37.6,78.74321179208688,1289,58750.0,15.136054421768709,4.409448818897638,39.152214,-77.974452,POINT (-8680076.291524552 4743498.434220565),19,25096.84573900001,455.0,29604,1004.139547820732,3.7899927532006696
3,510430101021,"Block Group 1, Census Tract 101.02, Clarke County, Virginia",44.8,95.61837455830388,1415,145973.0,26.299045599151643,3.135498320268757,39.196099,-78.03697,POINT (-8687035.763449965 4749800.124492668),19,17412.249808892488,455.0,29604,8777.134077800685,3.7899927532006696
3,510430101022,"Block Group 2, Census Tract 101.02, Clarke County, Virginia",47.3,93.646408839779,1086,103101.0,23.365617433414045,9.75609756097561,39.187994,-77.986394,POINT (-8681405.668883605 4748635.986466233),19,23055.85948684141,455.0,29604,5285.394799509785,3.7899927532006696
2,510430101023,"Block Group 3, Census Tract 101.02, Clarke County, Virginia",46.4,96.26666666666668,1500,100536.0,27.268244575936883,2.823529411764706,39.14034,-77.936481,POINT (-8675849.379139641 4741794.056430631),19,29615.66433158057,455.0,29604,5451.728695566387,3.7899927532006696
0,510430102001,"Block Group 1, Census Tract 102, Clarke County, Virginia",48.2,87.55896226415094,1696,77107.0,22.781569965870307,1.7114914425427872,39.102039,-78.057436,POINT (-8689314.02814854 4736298.341125077),19,20079.770288018302,455.0,29918,1398.8088666194467,3.7899927532006696
2,510430102002,"Block Group 2, Census Tract 102, Clarke County, Virginia",48.1,99.3212669683258,884,123281.0,32.99832495812395,0.0,39.075788,-78.018141,POINT (-8684939.72875782 4732533.374765709),19,25851.106380192345,455.0,29918,5293.92426554016,3.7899927532006696
2,510430103001,"Block Group 1, Census Tract 103, Clarke County, Virginia",50.3,89.44844124700239,1668,62325.0,20.53216838760921,1.901565995525727,39.11601,-77.874508,POINT (-8668950.57633671 4738302.659063907),49,36722.76841322544,100.0,29783,1070.5066595102314,1.1094469407000611
3,510430103002,"Block Group 2, Census Tract 103, Clarke County, Virginia",49.3,89.03043170559094,1413,81354.0,23.59894921190893,3.070175438596491,39.037094,-77.979611,POINT (-8680650.588777555 4726986.363471076),117,28663.490286188728,68.0,29587,8272.73240389756,1.1465376249810315
3,510450501001,"Block Group 1, Census Tract 501, Craig County, Virginia",51.6,99.0787269681742,1194,50259.0,16.973415132924334,0.1937984496124031,37.449099,-80.255263,POINT (-8933975.010640249 4501891.644081466),68,17979.061865163418,270.0,31748,9498.915477927376,14.370110170844642
3,510450501002,"Block Group 2, Census Tract 501, Craig County, Virginia",47.9,100.0,2286,81510.0,16.81614349775785,1.0526315789473684,37.441816,-80.182736,POINT (-8925901.341931487 4500870.474317034),68,10662.364244504624,270.0,31748,10068.56750803256,14.370110170844642
1,510450501003,"Block Group 3, Census Tract 501, Craig County, Virginia",53.2,100.0,820,35357.0,13.621262458471762,4.37956204379562,37.511829,-80.097994,POINT (-8916467.90564268 4510691.312450131),68,16951.597256899535,270.0,30798,2091.915886818706,14.370110170844642
3,510450501004,"Block Group 4, Census Tract 501, Craig County, Virginia",44.2,71.00977198697068,614,83438.0,9.466666666666669,0.0,37.561879,-80.10329,POINT (-8917057.453665923 4517717.555404586),68,23931.142557045136,270.0,30798,8872.57529482645,14.370110170844642
3,510479301011,"Block Group 1, Census Tract 9301.01, Culpeper County, Virginia",39.7,84.14634146341463,2296,96667.0,23.93846153846154,4.507257448433919,38.552367,-78.011229,POINT (-8684170.288437458 4657753.316260777),6,13755.772641657604,70.0,31534,8863.787476489282,0.8068699210420149
5,510479301012,"Block Group 2, Census Tract 9301.01, Culpeper County, Virginia",40.7,78.75968992248062,1935,75036.0,9.944367176634216,5.347593582887701,38.495414,-78.008468,POINT (-8683862.935323374 4649649.537206809),6,5678.1643478252445,70.0,31751,3366.546539040888,0.8068699210420149
3,510479301031,"Block Group 1, Census Tract 9301.03, Culpeper County, Virginia",41.5,91.98884017536868,2509,125536.0,25.626822157434404,0.8658008658008658,38.659338,-77.945564,POINT (-8676860.494074516 4672991.474108308),55,16994.091839760426,97.0,30951,5386.832912048785,1.529051987767584
3,510479301032,"Block Group 2, Census Tract 9301.03, Culpeper County, Virginia",35.6,74.43037974683544,1975,95962.0,18.167330677290835,2.56,38.619786,-78.001486,POINT (-8683085.702638658 4667354.592970942),6,23393.36601975593,70.0,30951,6611.94785612014,0.8068699210420149
3,510479301041,"Block Group 1, Census Tract 9301.04, Culpeper County, Virginia",39.0,93.65910413030832,1719,124183.0,24.73170731707317,4.995287464655985,38.549478,-77.957519,POINT (-8678191.318586951 4657342.089195753),6,14729.807393904684,70.0,30857,9555.106941288226,0.8068699210420149
0,510479301042,"Block Group 2, Census Tract 9301.04, Culpeper County, Virginia",46.9,88.16234498308907,1774,163750.0,19.755520504731862,9.033613445378151,38.620889,-77.909758,POINT (-8672874.58838717 4667511.748429436),55,17194.207913836493,97.0,30951,3605.992518889466,1.529051987767584
0,510479302021,"Block Group 1, Census Tract 9302.02, Culpeper County, Virginia",41.5,85.70906432748538,2736,85919.0,12.899005756148611,2.019446522064323,38.541776,-78.07353,POINT (-8691105.604033368 4656245.849107171),6,13945.776519409355,70.0,31534,3398.328854487348,0.8068699210420149
0,510479302022,"Block Group 2, Census Tract 9302.02, Culpeper County, Virginia",53.3,84.44313494401887,1697,102475.0,19.27710843373494,5.048335123523094,38.482449,-78.093926,POINT (-8693376.076367587 4647805.657255901),6,9719.21836853176,70.0,31739,4381.712345413639,0.8068699210420149
3,510479302023,"Block Group 3, Census Tract 9302.02, Culpeper County, Virginia",36.4,79.49167397020159,2282,96571.0,12.491373360938578,9.37790157845868,38.500514,-78.151503,POINT (-8699785.518688992 4650374.949217942),6,16623.552804586616,70.0,31534,8584.963589975188,0.8068699210420149
5,510479302031,"Block Group 1, Census Tract 9302.03, Culpeper County, Virginia",32.7,44.37328453796889,1093,65371.0,10.959885386819485,5.043227665706052,38.478139,-78.006795,POINT (-8683676.697815279 4647192.763298037),6,3281.043083747488,70.0,31751,1249.592901716352,0.8068699210420149
5,510479302032,"Block Group 2, Census Tract 9302.03, Culpeper County, Virginia",31.4,64.2014663691425,3137,99808.0,28.613396004700352,1.465457083042568,38.474353,-78.013259,POINT (-8684396.267003767 4646654.413825673),6,2654.6160402932014,70.0,31751,1777.2255682828277,0.8068699210420149
0,510479302033,"Block Group 3, Census Tract 9302.03, Culpeper County, Virginia",41.6,76.91556857003417,2049,109607.0,12.790697674418606,0.0,38.479855,-78.037149,POINT (-8687055.689638818 4647436.778868243),6,4323.213433987977,70.0,31751,4525.499364007352,0.8068699210420149
0,510479302041,"Block Group 1, Census Tract 9302.04, Culpeper County, Virginia",60.1,88.8507718696398,1749,106250.0,17.982770997846377,5.568181818181818,38.467408,-78.00695,POINT (-8683693.952336352 4645666.944501688),6,1823.3393379179493,70.0,31751,1367.7288278850294,0.8068699210420149
5,510479303001,"Block Group 1, Census Tract 9303, Culpeper County, Virginia",39.6,53.27225130890052,764,77583.0,14.480408858603068,16.95804195804196,38.475894,-77.992335,POINT (-8682067.017978407 4646873.532584218),6,3722.130485494773,70.0,31751,660.3131644542082,0.8068699210420149
5,510479303002,"Block Group 2, Census Tract 9303, Culpeper County, Virginia",33.4,51.23456790123457,1458,38750.0,10.479375696767,10.3988603988604,38.488669,-77.988981,POINT (-8681693.652406286 4648690.223127907),6,5431.49597944129,70.0,31751,2362.064853868531,0.8068699210420149
5,510479303003,"Block Group 3, Census Tract 9303, Culpeper County, Virginia",37.5,47.26134585289515,2556,117926.0,22.895957587806496,4.09711684370258,38.486618,-77.982641,POINT (-8680987.886834659 4648398.535494501),6,5587.013987416205,70.0,31751,2491.8850743420608,0.8068699210420149
5,510479303004,"Block Group 4, Census Tract 9303, Culpeper County, Virginia",38.2,47.65018389865141,2447,87640.0,17.797655768044418,0.0,38.491901,-77.970881,POINT (-8679678.76962293 4649149.8862142805),6,7008.743089853629,70.0,31751,3949.197203316077,0.8068699210420149
0,510479304001,"Block Group 1, Census Tract 9304, Culpeper County, Virginia",42.9,92.35772357723576,1230,75625.0,21.06598984771573,1.839464882943144,38.515136,-77.899865,POINT (-8671773.304664753 4652455.032909933),6,15223.398363357896,70.0,30857,1900.2553904464244,0.8068699210420149
5,510479304002,"Block Group 2, Census Tract 9304, Culpeper County, Virginia",36.6,66.72771672771673,1638,72295.0,13.874570446735396,2.9106029106029108,38.469476,-77.949919,POINT (-8677345.29045692 4645960.971500053),6,7353.8625577981265,70.0,31751,5308.334855803496,0.8068699210420149
3,510479304003,"Block Group 3, Census Tract 9304, Culpeper County, Virginia",37.9,75.51181102362204,2540,75701.0,13.370069605568446,8.050436469447138,38.413739,-77.78894,POINT (-8659425.19014851 4638039.2645697575),6,25708.288077076017,70.0,31562,7451.316197208522,0.8068699210420149
3,510479305011,"Block Group 1, Census Tract 9305.01, Culpeper County, Virginia",42.7,56.01445534331441,1937,103875.0,8.443271767810026,0.0,38.369786,-78.027977,POINT (-8686034.667269263 4631796.685445127),6,12308.038185865407,70.0,31559,8898.900071737664,0.8068699210420149
5,510479305012,"Block Group 2, Census Tract 9305.01, Culpeper County, Virginia",40.3,60.7125662012518,2077,99722.0,25.247524752475247,6.610800744878957,38.44439,-78.044621,POINT (-8687887.468874026 4642394.82809737),6,3809.310468613322,70.0,31739,5858.924070454326,0.8068699210420149
0,510479305013,"Block Group 3, Census Tract 9305.01, Culpeper County, Virginia",41.0,68.20319849482597,2126,86115.0,15.865039483129936,3.0330882352941178,38.419137,-78.089887,POINT (-8692926.456944274 4638806.196209178),6,9955.741168874662,70.0,31739,4683.366562636119,0.8068699210420149
0,510479305021,"Block Group 1, Census Tract 9305.02, Culpeper County, Virginia",41.1,82.54545454545455,825,69044.0,19.704433497536947,3.9832285115304,38.431838,-77.992218,POINT (-8682053.993597984 4640610.9422595175),6,4140.677196464256,70.0,31751,5935.685657605175,0.8068699210420149
5,510479305022,"Block Group 2, Census Tract 9305.02, Culpeper County, Virginia",26.9,73.06859205776173,1385,61492.0,15.502793296089385,2.9484029484029484,38.451877,-78.014211,POINT (-8684502.243159002 4643459.025627231),6,545.4516947501573,70.0,31751,3590.4864178812763,0.8068699210420149
5,510479305023,"Block Group 3, Census Tract 9305.02, Culpeper County, Virginia",33.6,61.68062373664453,3463,79453.0,18.54668356569497,2.08,38.454755,-78.002013,POINT (-8683144.368010305 4643868.132140787),6,1295.258364792264,70.0,31751,2701.5955422717298,0.8068699210420149
3,510499301011,"Block Group 1, Census Tract 9301.01, Cumberland County, Virginia",61.9,79.09738717339667,421,39120.0,15.437158469945356,0.0,37.676366,-78.193438,POINT (-8704453.701535407 4533807.525152211),121,56228.1883430143,176.0,30937,11294.37341317236,1.673083321450639
3,510499301012,"Block Group 2, Census Tract 9301.01, Cumberland County, Virginia",36.9,53.18850735809391,1427,37365.0,25.1497005988024,0.0,37.60095,-78.198515,POINT (-8705018.870590165 4523205.798313387),78,47734.29716838859,116.0,30834,13614.324713234028,2.553772317988684
3,510499301013,"Block Group 3, Census Tract 9301.01, Cumberland County, Virginia",45.2,72.85714285714285,1260,77708.0,9.203980099502488,2.002503128911139,37.587892,-78.12628,POINT (-8696977.707172712 4521371.240782781),78,50603.638593049465,116.0,30766,9699.72109737504,2.553772317988684
3,510499301021,"Block Group 1, Census Tract 9301.02, Cumberland County, Virginia",44.4,80.31968031968032,1001,89405.0,18.421052631578945,0.0,37.370378,-78.314988,POINT (-8717984.58564133 4490859.215972634),78,13761.510312864257,116.0,30770,6252.738419753679,2.553772317988684
