X,Y,OBJECTID,PERMANENT_IDENTIFIER,SOURCE_FEATUREID,SOURCE_DATASETID,SOURCE_DATADESC,SOURCE_ORIGINATOR,DATA_SECURITY,DISTRIBUTION_POLICY,LOADDATE,FTYPE,FCODE,NAME,ISLANDMARK,POINTLOCATIONTYPE,ADMINTYPE,ADDRESSBUILDINGNAME,ADDRESS,CITY,STATE,ZIPCODE,GNIS_ID,FOOT_ID,COMPLEX_ID,GLOBALID
-8902931.133,4479072.943,46,{14205455-F8A6-46D5-97AC-EB44232F26EE},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2016/07/27 00:00:00+00,740,74026,Roanoke Fire - EMS Station 9,,1,,,514 24th Street,Roanoke,VA,24017,,,,{89EB6898-9956-4B51-8005-A3E72FEE9E40}
-8950604.542,4468248.68,62,{89598BD0-319A-47A0-A306-BD019AA75D76},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2016/07/27 00:00:00+00,740,74026,Blacksburg Volunteer Fire Department,,1,,,407 Hubbard Street,Blacksburg,VA,24060,,,,{077BE8DD-58FC-43CE-8815-C6EC51D8204F}
-8650001.402,4622368.946,18453,{549E173D-4431-4DE4-AB10-CBF7D8E421A9},,c49d87e5-a145-4cec-ae00-14715ea34eec,740 TNMC Update 1/8/2017,U.S. Geological Survey,5,E4,2017/01/08 21:19:41+00,740,74026,Spotsylvania County Fire and Rescue Station 7,2,1,0,,10501 Orange Plank Road,Spotsylvania,VA,22553,2075171,,,{53541B1C-7679-485E-B869-736F5E4678EE}
-8627035.472,4621075.174,18463,c6200e19-8a51-4314-9d34-4688b9e0a529,VA000008,c49d87e5-a145-4cec-ae00-14715ea34eec,740 TNMC Update 1/8/2017,U.S. Geological Survey,5,E4,2017/01/08 21:21:07+00,740,74026,Fredericksburg Fire Department Station 2,2,1,6,,101 Altoona Drive,Fredericksburg,VA,22401,2331674, ,,{221CA597-14F9-4B5A-A713-0ACDDFC65C2E}
-8636369.282,4617121.277,18484,{32FC30DE-631B-4FAE-895B-5F6BD558B701},,c49d87e5-a145-4cec-ae00-14715ea34eec,740 TNMC Update 1/8/2017,U.S. Geological Survey,5,E4,2017/01/08 21:22:25+00,740,74026,Spotsylvania County Fire and Rescue Station 10,,4,,,11201 Gordon Road,Fredericksburg,VA,22407,2660618,,,{BFED7B6D-2C20-45DB-970A-8CF4687FFDB5}
-8704709.081,4574981.473,21114,{7443FE76-8F63-4C2C-959A-D9A10A45E822},,9528a180-1f9b-40a0-b350-544f399a724f,740 TNMC Update 2/23/2017,U.S. Geological Survey,5,E4,2017/02/23 14:17:58+00,740,74026,Zion Crossroads Volunteer Fire Department Company 7,2,1,,,409 Poindexter Road,Louisa,VA,23093,2075278,,,{1B2A239E-0616-4A8F-98B7-D80D490EC668}
-8622298.075,4515283.488,21138,e332c7e7-c5fa-4bff-a7d3-d19b3ea5d800,VA000186,9528a180-1f9b-40a0-b350-544f399a724f,740 TNMC Update 2/23/2017,U.S. Geological Survey,5,E4,2017/02/23 17:20:45+00,740,74026,Richmond Fire Department Station 5,2,1,6,,324 West Leigh Street,Richmond,VA,23220,2075206, ,,{BA7E3F7F-5B63-4FD7-A56C-4B905C536989}
-8741204.365,4586056.267,22614,{7278E45A-199E-4001-8886-D341CA9C1600},,9528a180-1f9b-40a0-b350-544f399a724f,740 TNMC Update 2/23/2017,U.S. Geological Survey,5,E4,2017/02/23 14:35:00+00,740,74026,Charlottesville Fire Department Station 10,2,4,,,Ivy Road and US Highway 29,Charlottesville,VA,22903,2721061,,,{22807687-123D-4BC3-9746-E3F207D11F11}
-8633953.872,4514521.386,23806,ca31414f-d507-4b61-853a-34341887d9dc,VA000316,bb440829-5bde-455f-8836-a656c4ce84ab,740 TNMC Update 3/1/2017,U.S. Geological Survey,5,E4,2017/03/01 14:20:47+00,740,74026,Richmond Fire Department Station 25,2,1,6,,8800 West Huguenot Road,Richmond,VA,23235,2075224, ,,{CE434341-A43B-42F8-94A2-1FC17430B087}
-8625599.887,4517780.674,29537,cbb23151-b1d2-4856-8f1f-96d75bb47456,VA000222,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 18,2,1,6,,412 North Thompson Street,Richmond,VA,23221,2075217, ,,{A7970B94-96E3-4DE7-8833-3C42776CACD8}
-8653967.332,4729817.433,29538,52202444-6eea-4351-8179-51000e915cf8,VA000198,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2016/08/12 13:19:58+00,740,74026,Loudoun County Fire and Rescue Philomont Volunteer Fire Department Station 8,2,1,6,,36560 Jeb Stuart Road,Purcellville,VA,20132,2075309, ,,{1859FBBB-3385-4C17-BF24-A04B27DF5C6E}
-8620335.162,4511623.938,29539,d01ec30a-9ddd-43f5-bc7a-2fcfe9e3e618,VA000219,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 13,2,1,6,,411 East Commerce Road,Richmond,VA,23224,2075212, ,,{8F4BAD10-EDBD-4BA2-855D-64237A3E24C2}
-8634963.726,4738159.013,29540,a16fce89-3b65-4b55-a504-74e71d23055d,VA000127,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Leesburg Fire Company Station 1,2,1,6,,215 Loudoun Street Southwest,Leesburg,VA,20175,2075330, ,,{7DDE7989-26F9-492B-8B5A-5CDF1D7501EC}
-8617820.276,4638895.68,29541,ebcc7226-ce9a-4d68-bb24-1ece4c56decf,VA000117,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Stafford County Fire and Rescue Department Station 2 Stafford,2,1,6,,2080 Jefferson Davis Highway,Stafford,VA,22554,2075184, ,,{9E4BBC83-929D-4A19-A304-70523C71C5D7}
-8594066.567,4381308.894,29542,74304a35-4698-416b-843a-df1f76abec4a,VA000403,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Boykins Volunteer Fire Department and Rescue Squad,2,1,6,,18127 North Railroad Avenue,Boykins,VA,23827,2331716, ,,{32B5EC90-DE2F-40FE-AA77-D0B5F0937E6C}
-8621430.413,4521465.645,29543,4aeb6028-cbd4-4a39-a180-e44fe07ed5c3,VA000204,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 16,2,1,6,,3901 Chamberlayne Avenue,Richmond,VA,23227,2075215, ,,{F48B0C92-B71A-4CE1-B5A2-1C3AE607D8E9}
-8512093.065,4461965.971,29553,{DDBA1124-ED37-40C3-893E-1FE08600DBDC},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,York County Department of Fire and Life Safety Station 1 Grafton,2,1,5,,5751 George Washington Memorial Highway,Yorktown,VA,23692,2075156,,,{00FB1000-C112-437B-9FB7-5E483CA4C08C}
-8505514.034,4441629.79,29554,{A0B0E222-85CA-484F-BC3D-C77C20582231},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hampton Fire and Rescue Station 9 Briarfield,2,1,6,,1590 Briarfield Road,Hampton,VA,23666,2091144,,,{222C50F4-5144-40AF-BAC8-66B3826A5CF6}
-8494002.59,4422812.258,29555,{6D8F8DEE-F384-4C53-853F-E507752E6E4F},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Norfolk Fire - Rescue Station 7,2,1,6,,1211 West 43rd Street,Norfolk,VA,23508,2090019,,,{166204A2-56FA-410C-82BF-A34E2C1BD605}
-8508474.678,4456210.044,29556,{BE6C4D61-2EFB-4B36-91B3-295A54A74C54},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,York County Department of Fire and Life Safety Station 2 Tabb,2,1,5,,4405 Big Bethel Road,Tabb,VA,23693,2075157,,,{57A9DD02-EEB1-49AA-8F57-79D1F8C145BF}
-8494332.775,4414920.393,29557,{62EC25D5-39FB-4E0B-A408-23C242E9270D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Portsmouth Fire Rescue and Emergency Services Station 1,2,1,6,,1601 Effingham Street,Portsmouth,VA,23704,2090035,,,{4EEEE9C0-5070-47F0-B730-913FBF7E00A1}
-8654717.426,4717108.695,29558,{2BEC13BF-BE56-4EE3-A5D1-F4B8A837501D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Loudoun County Fire and Rescue Middleburg Volunteer Fire and Rescue Company 3,2,1,6,,910 West Washington Street,Middleburg,VA,20117,2075335,,,{0836FC9A-6918-4A92-ACA9-5842B94C4B56}
-8499558.892,4443254.644,29559,d43494bb-5349-41bf-9144-dec74d7ef077,VA000169,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hampton Fire and Rescue Station 1 Downtown Hampton,2,1,6,,306 West Pembroke Avenue,Hampton,VA,23669,2091137, ,,{20A74102-A3B7-463F-9B93-BE7FB75801F3}
-8716552.243,4777205.707,29560,74a036d7-8ad8-409a-b9aa-67ea80e7bbd4,VA000330,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2016/05/17 08:12:33+00,740,74026,Frederick County Fire and Rescue Department Station 20 - Reynolds Store Volunteer Fire and Rescue,0,1,0,,9381 North Frederick Pike,Cross Junction,VA,22625,2075421, ,,{540BB787-EBAF-4DC5-B7DB-9255AE0E65B1}
-8603510.319,4470035.912,29561,{52759366-6090-4AAC-80C6-E8FF5015E8FF},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Prince George Volunteer Fire Department - Company 1,2,1,0,,6500 Courthouse Road,Prince George,VA,23875,2086062,,,{7A5991F6-9E75-4CA1-9BCF-0B11AD5D148F}
-8503809.893,4457599.623,29562,{24B179CE-4A81-4C03-9236-02480AF5C31A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Poquoson City Fire and Rescue Station 2,2,1,6,,562 Wythe Creek Road,Poquoson,VA,23662,2331826,,,{E2868859-6638-4FE6-8885-9A1A2063C994}
-8505713.067,4413388.06,29563,{C25B750B-7796-492E-BF57-8C042C13FE37},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesapeake Fire Department Station 11 Dock Landing,2,1,6,,2040 Dock Landing Road,Chesapeake,VA,23321,2056758,,,{8105EF5F-6187-45F7-A586-F95B750FAF2A}
-8620829.922,4536366.747,29564,{3CAA5BD1-86F3-4F25-B662-6B92FCFE7751},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hanover County Fire - EMS Company 10 - Chickahominy Volunteer Fire Station,2,1,5,,10414 South Ledbetter Road,Ashland,VA,23005,2075383,,,{7F6753E4-B4BB-4348-A858-5707E133CF97}
-8508115.743,4440095.721,29565,{AF50478A-6284-4254-A589-4292064BDFB9},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Newport News Fire and Emergency Medical Services Station 7,2,1,6,,5844 Marshall Avenue,Newport News,VA,23605,2331818,,,{56F810C8-D1A2-4934-B8D5-3BC530A2EB10}
-8635394.151,4686370.748,29566,{001F09CF-4879-45D6-8CAF-E372F2EB8357},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Nokesville Volunteer Fire and Rescue Department Station 25,2,1,6,,9405 Devlins Grove Place,Bristow,VA,20136,2075234,,,{54E1B42D-9C63-4A99-BE6D-725ACE19AF25}
-8514570.71,4453782.013,29567,{3547E674-529E-4A07-9787-8CCF3B4793E2},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Newport News Fire and Emergency Medical Services Station 6,2,1,6,,385 Oyster Point Road,Newport News,VA,23602,2331812,,,{11C32FF6-833B-47DA-904B-E24806DE943D}
-8624049.993,4547100.96,29568,{7A38DFFB-57EA-4482-B6B0-E5EACDE9F2EC},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hanover County Fire - EMS Company 1 - Ashland Volunteer Fire Station,2,1,5,,501 Archie Cannon Road,Ashland,VA,23005,2075374,,,{0CB8450E-6779-4795-88FA-859E925BCBD9}
-8544171.866,4573579.922,29569,{7B30405F-3573-44EC-9222-ADB913EC30BB},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond County Volunteer Fire Department Station 1,2,1,5,,127 Pine Street,Warsaw,VA,22572,2086046,,,{861D80CF-53BD-429A-A118-FA839B6E8C60}
-8491508.844,4409451.109,29570,{A21A597A-864F-49D3-A9B2-EF6C5950D398},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesapeake Fire Department Station 2 Portlock,2,1,6,,1205 Freeman Avenue,Chesapeake,VA,23324,2075538,,,{89A32EEF-8109-4FEB-90FF-0201D11A23F6}
-8567868.731,4615417.721,29571,{BDDE9456-6D21-494F-88CF-0E4638B4F8A1},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Colonial Beach Volunteer Fire Department Engine Company 1,2,1,6,,312 Colonial Avenue,Colonial Beach,VA,22443,2085858,,,{E5C7D93A-A08E-4B04-9C6F-30BCD57BCA33}
-8622326.09,4711583.713,29572,{DC36A563-83B3-4155-A49F-A7841688FEB2},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Metropolitan Washington Airport Authority Fire and Rescue Station 2,2,1,0,,Flight Line Road,Dulles,VA,20166,1491470,,,{366A2418-0565-4CCA-A859-89C1F029389C}
-8616350.449,4721627.429,29573,{C00C0E8F-3057-497D-8A55-C190524C9B42},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Loudoun County Fire and Rescue Sterling Volunteer Rescue Squad Station 15,2,1,6,,104 Commerce Street,Sterling,VA,20164,1491803,,,{FD10D0CC-88F3-4143-81F1-82E1493E270F}
-8665879.826,4405693.775,29580,7f215969-de7c-4da5-a10f-2e433df1d872,VA000211,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Lawrenceville Volunteer Fire Department Company 7,2,1,6,,400 North Main Street,Lawrenceville,VA,23868,2331673, ,,{852AC849-5C41-4C40-AED9-22EACFC2A09E}
-8405379.063,4565443.798,29581,09431185-98f0-4760-b542-7a0029368600,VA000007,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Atlantic Volunteer Fire Department,2,1,6,,10071 Atlantic Road,Atlantic,VA,23303,2331663, ,,{56F15DA7-1156-498B-84D8-B78DD2992069}
-8600384.746,4551447.636,29582,5df20de6-e72e-413b-830d-7f4fbf9212ad,VA000191,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Mangohick Volunteer Fire Department,2,1,6,,3493 King William Road,Aylett,VA,23009,2086197, ,,{D03BC6A6-E935-4164-8B7D-800E37CC33E1}
-8609205.122,4646191.251,29583,e885e73f-c8dd-43da-b7a3-6d49036be88d,VA000300,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Stafford County Fire and Rescue Department Station 3 Widewater,2,1,6,,749 Widewater Road,Stafford,VA,22554,2331692, ,,{470EF2E1-1482-4647-874A-A44DEFDBCAEB}
-8493449.332,4487904.875,29584,eadb7ade-1058-42d7-83dd-27869300922b,VA000364,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Mathews Volunteer Fire Department Station 5,2,1,6,,6802 New Point Comfort Highway,Port Haywood,VA,23138,2331693, ,,{3E6E3120-540E-459D-AA21-DE40BD16DBE8}
-8600337.467,4528946.33,29585,438dd695-8c15-4eb5-b2c8-75408e31aaa6,VA000231,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hanover County Fire - EMS Company 3 - Eastern Hanover Volunteer Fire Station,2,1,5,,4428 Mechanicsville Turnpike,Mechanicsville,VA,23111,2075376, ,,{9B786C41-5CB7-4D0F-B6F2-E6AFAFB997E1}
-8608594.568,4657896.41,29586,da634e8c-1f41-4eb3-a58b-db438ab56fe5,VA000097,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Dumfries - Triangle Volunteer Fire Department Station 3F,2,1,6,,18321 Jefferson Davis Highway,Triangle,VA,22172,2075251, ,,{66A4D113-E537-4FF7-94B1-58DA7C2F163E}
-8621116.598,4507337.815,29587,5268071a-1f24-4a49-8ec4-b3a76ee57a4a,VA000142,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 21,2,1,6,,2505 Jefferson Davis Highway,Richmond,VA,23234,2075220, ,,{708AAFB7-F4A4-4396-BC30-8A8F0DF3B250}
-8688114.892,4723419.533,29588,6914c04b-e018-45f4-ac91-0e16920e5284,VA000279,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Shenandoah Farms Volunteer Fire Department Company 6,2,1,6,,6363 Howellsville Road,Front Royal,VA,22630,2075152, ,,{831FA8D5-05C6-4AD4-B28B-0EEB3074EA85}
-8602808.533,4427060.447,29601,d5351265-3d36-4daf-828d-491ca8421d53,VA000381,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Sussex Courthouse Volunteer Fire Department,2,1,0,,20169 Princeton Road,Stony Creek,VA,23882,2331727, ,,{B01E2746-F81F-47F3-A2E5-C7B54225C4BF}
-8569866.602,4407753.501,29602,e223492d-586a-4ab0-96a1-f2dcc8870c99,VA000092,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Sedley Volunteer Fire Department Station 8,2,1,6,,18080 Johnson Mill Road,Sedley,VA,23878,2085939, ,,{82E6F728-D0A7-4067-9364-727A72545C83}
-8644093.939,4740938.393,29603,ebca9ac9-ea97-474d-816e-9f1a43dd85ea,VA000228,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Hamilton Volunteer Fire Department Company 5,2,1,6,,39071 East Colonial Highway,Hamilton,VA,20158,2075328, ,,{CC32CD64-4B60-4E39-9C2B-7A121A7E0215}
-8593000.086,4603288.408,29604,ce4d4afc-d31a-47ca-9d36-69a185835172,VA000366,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Caroline County Fire and Rescue / Port Royal Volunteer Fire Department Company 3,2,1,6,,435 King Street,Port Royal,VA,22535,2075532, ,,{24023F73-62D2-463B-BE16-09D75E91EADE}
-8681071.009,4743361.197,29605,b5df42bb-c824-4139-8fbe-fcde0d97df8a,VA000319,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,John H Enders Volunteer Fire Company and Rescue Squad,2,1,6,,9 South Buckmarsh Street,Berryville,VA,22611,2075499, ,,{E6F3F171-9A28-44D4-88D1-615107C71961}
-8582352.586,4493936.501,29606,{2CC32E0D-B140-46AE-82A6-12322A600798},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Charles City Volunteer Fire Department Station 1,2,1,6,,7100 Adkins Road,Charles City,VA,23030,2086329,,,{A9FAE49F-8E8C-49A8-944F-3E3785FD1461}
-8617248.584,4474621.195,29607,{C0890192-E9A9-45A0-96A7-A2F6F5377904},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Colonial Heights Fire and Emergency Medical Services Station 1,2,1,6,,200 James Avenue,Colonial Heights,VA,23834,2331851,,,{AE4353A0-9189-47FC-99E0-66BCB4BD14DD}
-8580121.765,4706602.084,29608,{0D1C3022-B969-4FC0-8E5F-43955898FA11},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Arlington County Fire Department Station 10,2,1,6,,1559 Wilson Boulevard,Arlington,VA,22209,1491439,,,{A10C41FE-E430-476E-9FB2-85F501206CE7}
-8425733.9,4523631.538,29609,{A98DDFBA-C15F-460C-9627-779476976BB2},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Wachapreague Volunteer Fire Company,2,1,6,,1 High Street,Wachapreague,VA,23480,2075663,,,{EFB5A936-744A-489F-8B73-D27A7F3F4975}
-8629042.497,4495636.066,29610,{66A9E88E-9CB1-497F-A9D2-988EE9C04927},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesterfield Fire and Emergency Medical Services Station 15 Airport,2,1,5,,7300 Airfield Drive,Richmond,VA,23237,2331867,,,{C3D3D5CE-9F47-4072-BE40-AC5281A9D79F}
-8493416.838,4450149.157,29611,{2928FABC-7D6B-4401-A6E7-97A42AC40447},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hampton Fire and Rescue Station 5 Fox Hill,2,1,6,,416 Beach Road,Hampton,VA,23664,2091140,,,{C9BE92BB-560A-4BBF-AA94-0186A229A62E}
-8644315.876,4570929.608,29612,{72573C63-3960-48F2-BC3B-FD99B2DF4D4B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hanover County Fire - EMS Company 2 - Beaverdam Volunteer Fire Station,2,1,5,,16150 Trainham Road,Beaverdam,VA,23015,2075375,,,{1C2C553B-A492-4510-A686-C2153972C148}
-8605698.817,4671323.64,29613,{E3DFC727-BE82-4F02-9183-C561EEE844F4},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Dale City Volunteer Fire Department Station 20,2,1,6,,3171 Prince William Parkway,Dale City,VA,22193,2075233,,,{D3534161-B90C-4622-ACFC-219A8586EEBA}
-8642219.472,4704621.39,29618,009a66b5-a6e5-4551-b6e1-601ceae84f32,VA000192,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Evergreen Volunteer Fire and Rescue Station 15,2,1,0,,3510 James Madison Highway,Haymarket,VA,20169,2075229, ,,{FEEA9F82-4528-4041-B9B0-89AA76E41961}
-8632743.426,4737481.479,29619,9f730496-b227-48e0-a58f-64d8d0af7506,VA000271,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Leesburg Volunteer Fire Station 20,2,1,6,,61 Plaza Street Northeast,Leesburg,VA,20176,2075331, ,,{8F28E302-31C8-4DC0-B631-C6103CE39C1B}
-8642146.068,4528170.595,29620,{558ACF74-BFE3-4DEC-B149-E347E56F353E},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Henrico County Firehouse 13,,1,,,12491 Church Road,Henrico,VA,23233,2086241,,,{199A4ECC-843E-4E38-914E-732FE8D41AEE}
-8576493.735,4699462.559,29621,{E22B9557-34AC-4CBB-9BDA-3D6A8D616364},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Metropolitan Washington Airport Authority Fire and Rescue Department Station 301,,1,,Reagan National Airport,8 South Aoa Access Road,Arlington,VA,22202,2660547,,,{3DA8830B-EB55-4332-809E-AA6DA0333B17}
-8611206.93,4512740.635,29622,{4B64CD75-0904-4538-A635-54683A321871},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Henrico County Firehouse 6,,1,,,4600 South Laburnum Avenue,Henrico,VA,23231,2086234,,,{84AC20EC-7DDB-4904-853F-23B4439F84BB}
