X,Y,OBJECTID,PERMANENT_IDENTIFIER,SOURCE_FEATUREID,SOURCE_DATASETID,SOURCE_DATADESC,SOURCE_ORIGINATOR,DATA_SECURITY,DISTRIBUTION_POLICY,LOADDATE,FTYPE,FCODE,NAME,ISLANDMARK,POINTLOCATIONTYPE,ADMINTYPE,ADDRESSBUILDINGNAME,ADDRESS,CITY,STATE,ZIPCODE,GNIS_ID,FOOT_ID,COMPLEX_ID,GLOBALID
-8496147.372,4441514.002,29932,{C8B2F430-47D4-428F-8794-8D2DABE14CCE},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hampton Fire and Rescue Station 2 Phoebus,2,1,6,,122 South Hope Street,Hampton,VA,23663,2056780,,,{FB0FA658-FC96-4A08-8281-F5E9FF176565}
-8622424.528,4512030.118,29941,7cb72390-a9da-4889-87d3-dc0e7e2ac9f4,VA000153,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 17,2,1,6,,2211 Semmes Street,Richmond,VA,23225,2075216, ,,{C1596A21-0F8D-480C-BE4F-EAC6D9F2B35C}
-8661607.552,4680970.708,29942,{6296ADA4-AF0D-455A-B4D6-9B0C79ED8C0A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Warrenton Volunteer Fire Department and Emergency Medical Services Station 1,2,1,6,,210 Hospital Drive,Warrenton,VA,20186,2331789,,,{13962B73-A7EA-4775-96E5-0C8CA4473E3F}
-8576789.326,4695394.487,29943,1c248e24-ca22-4e59-aa52-c091f8a24d6e,VA000320,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Alexandria Fire Department Station 204 Headquarters,2,1,6,,900 2nd Street,Alexandria,VA,22314,1501748,,,{4EFD9202-6808-4F70-A672-48B5A3F7010F}
-8550099.02,4492426.503,29944,{0681BA3A-761F-4C09-84D1-4A67ABCEB988},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,James City County Fire Department / Ambulance Station 1,2,1,6,,3135 Forge Road,Toano,VA,23168,2331804,,,{63D9986D-8DE5-47B0-BBA4-E0B979E82F0D}
-8644091.616,4740937.141,29945,{D18EFF01-2FB9-4BBD-A902-3C479DEB2885},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Hamilton Volunteer Rescue Squad Company 17,2,1,6,,39071 East Colonial Highway,Hamilton,VA,20158,2331728,,,{475B0D15-FE1F-44A6-8D42-F234FC42A506}
-8540915.932,4488645.935,29946,{B0C26874-0EC4-4CC7-A1B4-AA9B80E20B52},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,York County Department of Fire and Life Safety Station 5 Skimino,2,1,5,,2000 Newman Road,Williamsburg,VA,23188,2075160,,,{57A48B3A-FF7A-45F7-89C1-582ED3158447}
-8562799.982,4394242.906,29947,16db9949-81f0-45d7-b9a5-1b39c82fba7d,VA000005,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Franklin Fire and Rescue Department,2,1,6,,100 South Main Street,Franklin,VA,23851,2331724, ,,{E7503F3A-F19C-49CB-B39E-8821C208AE0C}
-8509657.346,4515997.079,29948,554b1488-0390-4f82-85e7-34328aa6c64c,VA000375,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hartfield Volunteer Fire Department,2,1,6,,3309 Twiggs Ferry Road,Hartfield,VA,23071,2331656, ,,{06FF610E-A40B-4BBC-8B27-F75D48A82C24}
-8609961.571,4586701.145,29949,f6831f03-ef2b-46de-b14a-12edea9333ba,VA000058,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Caroline County Fire and Rescue / Bowling Green Volunteer Fire Department Company 1,2,1,6,,130 Courthouse Lane,Bowling Green,VA,22427,2075529, ,,{7C2FCA8B-F6AE-47C1-A195-9A9D38538F0C}
-8602926.467,4481518.804,29950,0a2bff4e-ae61-4122-bb6d-8d9a62253600,VA000101,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hopewell Bureau of Fire Station 1,2,1,6,,200 South Hopewell Street,Hopewell,VA,23860,1739704, ,,{C5BE43FB-ED9F-4BCA-B3A3-9840936E81CD}
-8615986.182,4476563.342,29951,0532141c-3ad0-41b1-8aa6-049b07cc718d,VA000126,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Colonial Heights Fire and Emergency Medical Services Station 2,2,1,6,,215 Dunlop Farms Boulevard,Colonial Heights,VA,23834,2331626, ,,{BC3A4F89-B3C1-499C-9672-1071F1E17E26}
-8500470.591,4456975.315,29952,0d2499d4-eacb-4572-8faa-74b4cddf2174,VA000016,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Poquoson City Fire and Rescue Station 1,2,1,6,,1035 Poquoson Avenue,Poquoson,VA,23662,2331717, ,,{B74F01E5-7FD0-41D7-B4C1-2CB3E70D5156}
-8618197.937,4683321.036,29953,72c3adb4-7094-4432-90fd-12c5fe972650,VA000295,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Buckhall Volunteer Fire Department Station 16,2,1,6,,7190 Yates Ford Road,Manassas,VA,20111,2075230, ,,{7B3F882A-9289-40C1-B604-C772742DAADC}
-8623358.221,4558287.496,29954,eecc692e-a130-4ac3-ba24-4134b5aebf56,VA000082,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hanover County Fire - EMS Company 4 - Doswell Volunteer Fire Station,2,1,5,,16243 Washington Highway,Doswell,VA,23047,2075377, ,,{9BBE6EA2-2258-41F8-80BF-5DF9A9315F8D}
-8625818.604,4511989.401,29955,e7b1a97a-17a9-4178-991a-7215e8b2c323,VA000238,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 20,2,1,6,,4715 Forest Hill Avenue,Richmond,VA,23225,2075219, ,,{3942C648-8C79-4AE9-AC6B-52550A8553CC}
-8497497.958,4417273.861,29964,{119559B0-61CC-469D-AF07-4C7E1E9EA9A1},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Portsmouth Fire Rescue and Emergency Medical Services Station 4,2,1,6,,645 Broad Street,Portsmouth,VA,23707,2090034,,,{8FF83D9C-1382-43BA-ADC6-E7E980DAE0D2}
-8576432.85,4693584.968,29965,cd8deacb-38ae-428e-a31e-aaa06a66c03d,VA000181,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Alexandria Fire Department Station 201 Old Town,2,1,6,,317 Prince Street,Alexandria,VA,22314,1501764,,,{51BB774C-157E-4DD7-94E6-02102F11832E}
-8543148.944,4474956.352,29966,{20B43A71-111F-4951-B57B-16E7F5FF5E08},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,James City County Fire Department / Ambulance Station 3,2,1,5,,5077 John Tyler Highway,Williamsburg,VA,23185,2331803,,,{9456B6F5-EE3E-4AF8-B38B-F632B2CFEA66}
-8634700.198,4477836.578,29967,{3273C2A6-00EC-450E-83C5-A6354D186ACB},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesterfield Fire and Emergency Medical Services Station 13 Phillips,2,1,5,,10630 River Road,Chesterfield,VA,23838,2331865,,,{ECC0CC12-9226-4D82-9444-42C6E01C356B}
-8482759.283,4418139.267,29968,{F387CEF9-9984-4473-BC6A-503F574EAA66},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Norfolk Fire - Rescue Station 4,2,1,6,,5909 Poplar Hall Drive,Norfolk,VA,23502,2090017,,,{49B93D12-F453-41BA-A616-699FA8EC60DB}
-8626299.433,4615500.981,29969,{2C497951-FBAB-44F3-9E22-40C9FC6EBFBF},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Spotsylvania County Fire and Rescue Station 4,2,1,6,,4804 Bancroft Road,Fredericksburg,VA,22408,2331751,,,{C46DF083-5E99-41A8-88E8-E80CC608D0A6}
-8621646.774,4692260.06,29983,8c6d9629-3257-4cfa-af28-02f477b0fbd3,VA000302,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Yorkshire Volunteer Fire Department Station 8,2,1,6,,8277 Patton Lane,Manassas,VA,20111,1491653,,,{9E96A013-0B63-4663-A2BE-9A40C4A7A7E0}
-8471882.154,4410559.667,29984,{5F8038B3-E075-4AFA-9123-37E941857612},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Virginia Beach Fire Department Station 18 Green Run,2,1,6,,1601 South Lynnhaven Parkway,Virginia Beach,VA,23453,2090095,,,{8099B34C-3C68-49E4-B603-8E8917A85553}
-8628162.813,4691168.271,29985,{C5492A07-154D-461D-9041-9E57B9171882},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Stonewall Jackson Volunteer Fire and Rescue Company 11,2,1,6,,7814 Garner Drive,Manassas,VA,20109,2075225,,,{E454C516-E994-41BC-B9D9-BB497F9F5BD2}
-8459385.642,4554366.673,29986,{8FCB6395-EB00-492D-942C-88639A89DA8B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Tangier Volunteer Fire Department,2,4,6,,16344 Main Street,Tangier,VA,23440,2331834,,,{5EB51B35-8456-46A2-8C53-F2BA448EB29A}
-8630827.831,4504461.926,29987,{CDD8E789-3984-456B-A707-7EA118D21B88},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesterfield Fire and Emergency Medical Services Station 2 Manchester,2,1,5,,7541 Hull Street Road,Richmond,VA,23235,2075518,,,{E2F92404-7DCF-4873-8758-FF3501F440B6}
-8656829.406,4384570.412,29988,{F20B7AC3-A822-41DB-A6D8-C2AA52737597},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Triplet Volunteer Fire Department,2,1,6,,3548 Triplet Road,Lawrenceville,VA,23868,2075528,,,{B3AAA320-DDB2-40C4-AE76-391B88A5303D}
-8625155.329,4639111.503,29989,7839cf44-8c82-4ebc-83aa-cb4458f3097c,VA000324,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Stafford County Fire and Rescue Department Station 4 Mountain View,2,1,6,,924 Kellogg Mill Road,Falmouth,VA,22406,2075187, ,,{469B5B80-DC76-4072-BBFD-ED10A4185FA8}
-8644096.665,4642785.369,29990,e53ed94e-88dd-4ea6-95c7-7e939fd70625,VA000377,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Goldvein Volunteer Fire and Rescue Company 8,2,1,6,,14276 Goldvein Road,Goldvein,VA,22720,2075399, ,,{1B2EBF5D-40BD-49BA-9DBE-72FBAAE69A79}
-8430970.436,4538724.584,29991,0a18966f-6a13-45af-8bff-f12db1f8ef57,VA000318,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Onancock Volunteer Fire Department,2,1,6,,9 Pine Street,Onancock,VA,23417,2075661, ,,{FD25B214-AC70-4AB9-B52C-13DCFC279810}
-8511001.867,4476858.955,29992,f936ef21-bc88-4705-9692-3fa399e2489a,VA000124,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Abingdon Volunteer Fire and Rescue Station 2,2,1,6,,2146 Mark Pine Road,Hayes,VA,23072,2086279, ,,{2C6A909F-9A8B-45C0-97C5-43B7AD5C4D88}
-8499207.233,4411072.809,29993,324497b0-f9d0-4850-84c6-f93c1882d823,VA000185,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Portsmouth Fire Rescue and Emergency Medical Services Station 10,2,1,6,,3230 Victory Boulevard,Portsmouth,VA,23702,2090087, ,,{2EA1479A-9D2E-4E59-B996-FD78E3C791A1}
-8618323.318,4513601.149,29994,a0c5c2c3-fba7-47b3-8a44-acf171095de6,VA000171,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 1,2,1,6,,308 North 24th Street,Richmond,VA,23223,2075205, ,,{8F02EC63-1332-41D3-8474-895D3EA5851C}
-8499256.947,4414666.345,29995,c6bf9084-939e-42ca-9f21-f5f53ca90dc0,VA000205,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Portsmouth Fire Rescue and Emergency Medical Services Station 7,2,1,6,,3901 Winchester Drive,Portsmouth,VA,23707,2090031, ,,{2AC972F9-CEEF-4A4B-916E-BE86FD4A0093}
-8621023.521,4519117.694,29996,f054f57b-4907-417a-ab6d-072f36e44951,VA000154,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Richmond Fire Department Station 14,2,1,6,,2932 Hawthorne Avenue,Richmond,VA,23222,2075213, ,,{840A691B-99E2-4EB0-8500-E52C22A4573E}
-8634875.584,4636273.297,29997,144e4202-bbab-46b7-b3ac-982c5deaeb61,VA000286,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Stafford County Fire and Rescue Department Station 6 Hartwood,2,1,6,,67 Hartwood Church Road,Fredericksburg,VA,22406,2075185, ,,{81C6EEBC-E461-44F9-A270-0F259FE1AF12}
-8527858.799,4434076.901,29998,a4ea15c4-e0bf-459a-9fed-e8ed95246a66,VA000351,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Smithfield Volunteer Fire Department,2,1,6,,1804 South Church Street,Smithfield,VA,23430,2086216, ,,{7F7378A3-68B5-4D18-9B7E-39E02378DF85}
-8642788.401,4718077.106,29999,c3f8967a-ba47-4e39-b94f-49e75b95fb42,VA000207,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Loudoun County Fire and Rescue Aldie Volunteer Fire Department Station 7,2,1,6,,39459 John Mosby Highway,Aldie,VA,20105,2075325, ,,{EEB10DA8-E444-4F5E-9E31-1235F9FAB354}
-8659269.614,4415053.14,30000,8b194b78-b4e7-4a2c-b8dd-c1876c3f313f,VA000361,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Dolphin Volunteer Fire Department,2,1,6,,7509 Liberty Road,Dolphin,VA,23843,2075525, ,,{F8CDE9B2-90EA-44A9-B211-152635CC53C2}
-8567357.663,4397367.295,30001,a331adc9-ed24-4834-a811-a83253d93059,VA000106,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hunterdale Volunteer Fire Department,2,1,6,,201 Delaware Road,Franklin,VA,23851,2331658, ,,{3EF36315-8CAE-4645-B551-C132AA1DA84B}
-8502882.481,4538661.191,30002,1c87bbe3-73b4-4e3c-98d3-b4bdee78ebe8,VA000379,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Kilmarnock Volunteer Fire Department,2,1,6,,71 School Street,Kilmarnock,VA,22482,2086202, ,,{82C36AE2-C00D-494F-8D45-DCB2FA5770C2}
-8628939.623,4582511.638,30003,244737c9-5a3b-49cc-b424-7ebfe9b24c39,VA000090,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Caroline County Fire and Rescue / Ladysmith Volunteer Fire Department Company 2,2,1,6,,17401 Jefferson Davis Highway,Ruther Glen,VA,22546,2075530, ,,{23912F2A-0141-40FF-9DC6-5B6184BA859E}
-8678993.348,4686452.499,30004,1e5f0265-5bf2-46ec-82de-5e82c43bfe28,VA000288,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Orlean Volunteer Fire and Rescue Department Company 11,2,1,6,,6838 Leeds Manor Road,Marshall,VA,20115,2075402, ,,{BA4612CC-52F6-4465-B288-784AD1FD934D}
-8612480.265,4557833.244,30012,{BB799952-4E68-4AEE-ADF7-1DA994AC4F43},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Caroline County Fire and Rescue / Frog Level Volunteer Fire Department Company 5,2,1,6,,30240 Richmond Turnpike,Hanover,VA,23069,2075534,,,{5D4F056B-838F-4298-9B85-FDE3CA3B2A24}
-8585750.643,4706886.868,30013,{3A563525-19E3-43EF-B147-C4561643A414},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Arlington County Fire Department Station 8,2,1,6,,4845 Lee Highway,Arlington,VA,22207,1491359,,,{30A14090-9580-4194-892A-7E7DF25898C7}
-8496376.447,4387520.452,30014,{84A9846D-8445-44C4-99D1-ABC9FEB4905B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesapeake Fire Department Station 13 Cornland,2,1,6,,2900 Benefit Road,Chesapeake,VA,23322,2075509,,,{8054A88B-3838-4859-BF2A-EF5D251360A8}
-8494461.741,4427440.869,30015,{5A9E5019-B6D8-4B96-9564-C5C87D5599EF},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Norfolk Fire - Rescue Station 12,2,1,6,,1650 West Little Creek Road,Norfolk,VA,23505,2090024,,,{84CE6EAD-481A-43E1-BC93-BB20DF36C47A}
-8614178.672,4532350.836,30016,{45935509-977D-448A-93B5-3927987CEF17},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hanover County Fire - EMS Company 6 - Henry Volunteer Fire Station,2,1,5,,9634 Chamberlayne Road,Mechanicsville,VA,23116,2075379,,,{758859A6-A863-4450-990B-1E4097AE0162}
-8506410.974,4418751.47,30017,{55D53A16-9924-478D-9179-1B2BE7DB833B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesapeake Fire Department Station 12 Western Branch,2,1,6,,4421 Taylor Road,Chesapeake,VA,23321,2056756,,,{7EB53B0E-CEFB-4B14-8DD9-AB31DE6434BC}
-8624879.424,4471222.38,30027,{2C6989F1-2EE6-430F-B58D-25AC7700CBC1},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesterfield Fire and Emergency Medical Services Station 8 Matoaca,2,1,5,,21500 Pickett Avenue,Matoaca,VA,23803,2331860,,,{5794DBDE-FA3F-45AC-805C-CF76E92CA248}
-8504824.376,4509543.994,30028,{258FAAF0-CF6B-473D-847D-5BF77F00BA2B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Mathews Volunteer Fire Department Station 4,2,1,6,,2852 Buckley Hall Road,Cobbs Creek,VA,23035,2331800,,,{A7C53261-FB29-4F7B-94D5-BB7AB25345F5}
-8582257.741,4698302.598,30029,{D9D4E93E-14C2-41B0-8BBB-76B5221EC010},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Arlington County Fire Department Station 7,2,1,6,,3116 South Abingdon Street,Arlington,VA,22206,1491734,,,{7EFC75A9-187A-40B6-838B-598089A42D74}
-8629627.401,4598602.1,30030,{70642CCE-895B-4A25-90D0-49729EC72B4E},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Spotsylvania County Fire and Rescue Station 8,2,1,6,,6429 Jefferson Davis Highway,Spotsylvania,VA,22553,2075172,,,{3DF62CAD-3A02-45C7-A00C-E96299FC59AB}
-8496950.353,4446816.11,30031,{4B431B5D-C019-4380-8C89-E14F79331B02},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Hampton Fire and Rescue Station 7 Willow Oaks,2,1,6,,176 Fox Hill Road,Hampton,VA,23669,2091142,,,{F81FDF55-9877-4D81-B5EC-69128EB2C566}
-8520720.552,4457189.62,30032,{00899155-68B5-4DE9-ABC2-F0CA83D4CB12},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Newport News Fire and Emergency Medical Services Station 9,2,1,6,,14417 Old Courthouse Way,Newport News,VA,23608,2331813,,,{F5ECF672-6851-4930-A392-5A4F9187BBA2}
-8488823.115,4421717.137,30033,{24B38495-F100-42BE-8D03-D7086481059D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Norfolk Fire - Rescue Station 11,2,1,6,,3127 Verdun Avenue,Norfolk,VA,23509,2090023,,,{35694A29-5A26-4990-82FF-DF546D1C42D7}
-8622577.573,4621859.027,30034,8213b836-4ae8-4643-bad8-a6eac91864b0,VA000268,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Fredericksburg Fire Department Station 1,2,1,6,,601 Princess Anne Street,Fredericksburg,VA,22401,2331678, ,,{83846015-10F2-4DB6-BDFC-65448F916242}
-8594646.289,4618541.611,30035,e21cf646-17a5-4cf7-94c3-f0810955fe3b,VA000310,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,King George Fire and Rescue Company 1,2,1,5,,8122 Kings Highway,King George,VA,22485,2075319, ,,{583EA861-CBEC-46C3-8C07-CC03075B36E2}
-8570377.737,4435268.543,30036,9848809c-74da-486b-a0b8-333c60a1e810,VA000071,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Wakefield Volunteer Fire Department,2,1,6,,155 Fleetwood Avenue,Wakefield,VA,23888,2085898, ,,{44C3DD7D-C319-49C8-8AB8-4268A3357C72}
-8635696.697,4504171.494,30037,{B494A2E5-176A-4117-BDEC-9BFE53ED8772},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Chesterfield Fire and Emergency Medical Services Station 10 Wagstaff,2,1,5,,2101 Adkins Road,Richmond,VA,23236,2331862,,,{327CAB08-B669-4C75-A64D-92242682B696}
-8553179.323,4457582.863,30038,{09A2877B-D5DD-4E1E-B10C-4DB96F06F92D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Surry Volunteer Fire Department,2,1,6,,25 Bank Street,Surry,VA,23883,2085893,,,{CA288DFE-9CA5-4469-821D-FFB4F520263D}
-8558211.438,4508999.887,30039,{30225ABD-F1A2-4222-89E1-7ACD680306B2},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,New Kent Fire - Rescue Station 3 / Weir Creek Volunteer Emergency Services,2,1,6,,16440 Eltham Road,Lanexa,VA,23089,2331878,,,{DC272AAD-8369-48DB-93B5-A7DEB636964D}
-8519396.003,4429994.983,30040,0e726aa3-d6de-44ed-8e88-18673ff75c5e,VA000078,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Carrollton Volunteer Fire Department,2,1,6,,15020 Carrollton Boulevard,Carrollton,VA,23314,2086214, ,,{1455DDF6-803C-4CCE-917B-71157EAC4DFA}
