"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002EA","B02001_002M","B02001_002MA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1500000US510131030002","Block Group 2, Census Tract 1030, Arlington County, Virginia","701","null","154","null","558","null","144","null","0","13","null","null","0","13","null","null","124","null","121","null","0","null","13","null","0","null","13","null","19","26","null","null","3","null","5","null","16","null","26","null",
"1500000US510131030003","Block Group 3, Census Tract 1030, Arlington County, Virginia","1609","null","417","null","1178","null","212","null","67","92","null","null","0","13","null","null","20","null","23","null","0","null","13","null","14","null","23","null","330","239","null","null","277","null","241","null","53","null","51","null",
"1500000US510131031001","Block Group 1, Census Tract 1031, Arlington County, Virginia","2560","null","556","null","1058","null","340","null","902","371","null","null","0","13","null","null","242","null","179","null","0","null","13","null","84","null","122","null","274","234","null","null","0","null","13","null","274","null","234","null",
"1500000US510131031002","Block Group 2, Census Tract 1031, Arlington County, Virginia","1851","null","628","null","1204","null","552","null","364","233","null","null","2","4","null","null","63","null","71","null","0","null","13","null","200","null","278","null","18","26","null","null","16","null","26","null","2","null","5","null",
"1500000US510131031003","Block Group 3, Census Tract 1031, Arlington County, Virginia","1399","null","428","null","1006","null","403","null","251","133","null","null","0","13","null","null","59","null","113","null","0","null","13","null","11","null","17","null","72","116","null","null","72","null","116","null","0","null","13","null",
"1500000US510131032001","Block Group 1, Census Tract 1032, Arlington County, Virginia","1276","null","593","null","609","null","381","null","368","469","null","null","0","13","null","null","263","null","232","null","0","null","13","null","0","null","13","null","36","51","null","null","0","null","13","null","36","null","51","null",
"1500000US510131032002","Block Group 2, Census Tract 1032, Arlington County, Virginia","1621","null","479","null","1019","null","410","null","272","165","null","null","0","13","null","null","271","null","199","null","0","null","13","null","41","null","54","null","18","27","null","null","0","null","13","null","18","null","27","null",
"1500000US510131032003","Block Group 3, Census Tract 1032, Arlington County, Virginia","876","null","271","null","670","null","190","null","53","85","null","null","0","13","null","null","67","null","81","null","0","null","13","null","0","null","13","null","86","104","null","null","0","null","13","null","86","null","104","null",
"1500000US510131032004","Block Group 4, Census Tract 1032, Arlington County, Virginia","2096","null","552","null","1111","null","352","null","163","103","null","null","55","90","null","null","60","null","56","null","0","null","13","null","405","null","330","null","302","356","null","null","268","null","349","null","34","null","58","null",
"1500000US510131033001","Block Group 1, Census Tract 1033, Arlington County, Virginia","1201","null","261","null","543","null","227","null","573","213","null","null","0","13","null","null","17","null","29","null","0","null","13","null","18","null","31","null","50","84","null","null","0","null","13","null","50","null","84","null",
"1500000US510131033002","Block Group 2, Census Tract 1033, Arlington County, Virginia","1634","null","322","null","836","null","232","null","336","230","null","null","0","13","null","null","389","null","213","null","0","null","13","null","0","null","13","null","73","75","null","null","56","null","74","null","17","null","19","null",
"1500000US510131034011","Block Group 1, Census Tract 1034.01, Arlington County, Virginia","1606","null","488","null","1080","null","345","null","206","111","null","null","33","47","null","null","0","null","13","null","0","null","13","null","90","null","80","null","197","171","null","null","167","null","134","null","30","null","42","null",
"1500000US510131034012","Block Group 2, Census Tract 1034.01, Arlington County, Virginia","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510131034031","Block Group 1, Census Tract 1034.03, Arlington County, Virginia","1212","null","165","null","748","null","149","null","99","80","null","null","0","13","null","null","149","null","102","null","0","null","13","null","29","null","33","null","187","114","null","null","90","null","87","null","97","null","69","null",
"1500000US510131034041","Block Group 1, Census Tract 1034.04, Arlington County, Virginia","1294","null","176","null","770","null","182","null","177","155","null","null","0","13","null","null","265","null","90","null","0","null","13","null","59","null","72","null","23","28","null","null","15","null","23","null","8","null","13","null",
"1500000US510131034051","Block Group 1, Census Tract 1034.05, Arlington County, Virginia","783","null","171","null","497","null","194","null","44","43","null","null","59","93","null","null","41","null","48","null","0","null","13","null","17","null","25","null","125","100","null","null","58","null","79","null","67","null","68","null",
"1500000US510131034052","Block Group 2, Census Tract 1034.05, Arlington County, Virginia","1350","null","491","null","616","null","304","null","201","170","null","null","0","13","null","null","424","null","360","null","0","null","13","null","0","null","13","null","109","107","null","null","88","null","106","null","21","null","35","null",
"1500000US510131034053","Block Group 3, Census Tract 1034.05, Arlington County, Virginia","1193","null","345","null","532","null","162","null","266","202","null","null","0","13","null","null","124","null","74","null","60","null","94","null","29","null","46","null","182","130","null","null","102","null","112","null","80","null","67","null",
"1500000US510131035011","Block Group 1, Census Tract 1035.01, Arlington County, Virginia","1185","null","305","null","882","null","245","null","219","166","null","null","0","13","null","null","56","null","51","null","0","null","13","null","0","null","13","null","28","46","null","null","28","null","46","null","0","null","13","null",
"1500000US510131035012","Block Group 2, Census Tract 1035.01, Arlington County, Virginia","488","null","158","null","320","null","152","null","45","77","null","null","0","13","null","null","71","null","67","null","0","null","13","null","0","null","13","null","52","76","null","null","0","null","13","null","52","null","76","null",
"1500000US510131035013","Block Group 3, Census Tract 1035.01, Arlington County, Virginia","1820","null","433","null","1218","null","317","null","85","82","null","null","0","13","null","null","233","null","135","null","0","null","13","null","100","null","109","null","184","196","null","null","143","null","169","null","41","null","110","null",
"1500000US510131035031","Block Group 1, Census Tract 1035.03, Arlington County, Virginia","2111","null","422","null","1373","null","356","null","137","133","null","null","38","53","null","null","383","null","227","null","0","null","13","null","17","null","26","null","163","129","null","null","0","null","13","null","163","null","129","null",
"1500000US510131035032","Block Group 2, Census Tract 1035.03, Arlington County, Virginia","1354","null","409","null","693","null","230","null","221","197","null","null","0","13","null","null","317","null","200","null","0","null","13","null","0","null","13","null","123","108","null","null","47","null","71","null","76","null","77","null",
"1500000US510131035033","Block Group 3, Census Tract 1035.03, Arlington County, Virginia","614","null","207","null","334","null","184","null","65","56","null","null","0","13","null","null","148","null","105","null","0","null","13","null","0","null","13","null","67","78","null","null","28","null","49","null","39","null","59","null",
"1500000US510131035034","Block Group 4, Census Tract 1035.03, Arlington County, Virginia","251","null","161","null","53","null","63","null","104","81","null","null","0","13","null","null","14","null","25","null","0","null","13","null","24","null","35","null","56","85","null","null","56","null","85","null","0","null","13","null",
"1500000US510131035035","Block Group 5, Census Tract 1035.03, Arlington County, Virginia","421","null","167","null","249","null","97","null","0","13","null","null","0","13","null","null","98","null","101","null","0","null","13","null","16","null","29","null","58","60","null","null","0","null","13","null","58","null","60","null",
"1500000US510131035041","Block Group 1, Census Tract 1035.04, Arlington County, Virginia","1475","null","527","null","1157","null","548","null","15","26","null","null","0","13","null","null","167","null","119","null","0","null","13","null","59","null","90","null","77","81","null","null","0","null","13","null","77","null","81","null",
"1500000US510131035042","Block Group 2, Census Tract 1035.04, Arlington County, Virginia","1484","null","506","null","925","null","447","null","263","196","null","null","0","13","null","null","235","null","166","null","0","null","13","null","0","null","13","null","61","55","null","null","0","null","13","null","61","null","55","null",
"1500000US510131035051","Block Group 1, Census Tract 1035.05, Arlington County, Virginia","842","null","263","null","425","null","166","null","172","190","null","null","0","13","null","null","155","null","152","null","0","null","13","null","0","null","13","null","90","70","null","null","28","null","36","null","62","null","48","null",
"1500000US510131035052","Block Group 2, Census Tract 1035.05, Arlington County, Virginia","933","null","254","null","468","null","200","null","231","127","null","null","0","13","null","null","159","null","107","null","0","null","13","null","5","null","10","null","70","79","null","null","20","null","32","null","50","null","70","null",
"1500000US510131035053","Block Group 3, Census Tract 1035.05, Arlington County, Virginia","999","null","252","null","535","null","172","null","315","224","null","null","0","13","null","null","96","null","74","null","0","null","13","null","32","null","35","null","21","28","null","null","0","null","13","null","21","null","28","null",
"1500000US510131035054","Block Group 4, Census Tract 1035.05, Arlington County, Virginia","80","null","52","null","15","null","23","null","23","40","null","null","0","13","null","null","14","null","23","null","0","null","13","null","0","null","13","null","28","23","null","null","14","null","23","null","14","null","23","null",
"1500000US510131036011","Block Group 1, Census Tract 1036.01, Arlington County, Virginia","949","null","208","null","810","null","206","null","0","13","null","null","0","13","null","null","65","null","54","null","0","null","13","null","29","null","47","null","45","49","null","null","24","null","44","null","21","null","21","null",
"1500000US510131036012","Block Group 2, Census Tract 1036.01, Arlington County, Virginia","743","null","152","null","650","null","147","null","2","4","null","null","0","13","null","null","46","null","40","null","0","null","13","null","9","null","15","null","36","41","null","null","21","null","34","null","15","null","24","null",
"1500000US510131036013","Block Group 3, Census Tract 1036.01, Arlington County, Virginia","949","null","242","null","750","null","202","null","0","13","null","null","0","13","null","null","10","null","15","null","0","null","13","null","143","null","215","null","46","45","null","null","0","null","13","null","46","null","45","null",
"1500000US510131036021","Block Group 1, Census Tract 1036.02, Arlington County, Virginia","649","null","138","null","467","null","134","null","55","53","null","null","0","13","null","null","105","null","54","null","0","null","13","null","0","null","13","null","22","17","null","null","17","null","14","null","5","null","7","null",
"1500000US510131036022","Block Group 2, Census Tract 1036.02, Arlington County, Virginia","742","null","176","null","276","null","120","null","98","96","null","null","0","13","null","null","285","null","111","null","0","null","13","null","39","null","51","null","44","33","null","null","29","null","30","null","15","null","14","null",
"1500000US510131037001","Block Group 1, Census Tract 1037, Arlington County, Virginia","988","null","217","null","713","null","117","null","20","24","null","null","0","13","null","null","58","null","32","null","0","null","13","null","0","null","13","null","197","172","null","null","128","null","159","null","69","null","49","null",
"1500000US510131037002","Block Group 2, Census Tract 1037, Arlington County, Virginia","1587","null","266","null","1386","null","270","null","29","32","null","null","0","13","null","null","67","null","42","null","0","null","13","null","47","null","71","null","58","41","null","null","0","null","13","null","58","null","41","null",
"1500000US510131038001","Block Group 1, Census Tract 1038, Arlington County, Virginia","693","null","276","null","467","null","280","null","96","71","null","null","0","13","null","null","0","null","13","null","0","null","13","null","40","null","65","null","90","102","null","null","60","null","96","null","30","null","34","null",
"1500000US510131038002","Block Group 2, Census Tract 1038, Arlington County, Virginia","1043","null","245","null","638","null","198","null","260","186","null","null","61","90","null","null","43","null","67","null","0","null","13","null","0","null","13","null","41","42","null","null","17","null","30","null","24","null","29","null",
"1500000US510131038003","Block Group 3, Census Tract 1038, Arlington County, Virginia","1180","null","364","null","322","null","133","null","630","362","null","null","0","13","null","null","96","null","80","null","0","null","13","null","90","null","117","null","42","70","null","null","15","null","27","null","27","null","47","null",
"1500000US510131038004","Block Group 4, Census Tract 1038, Arlington County, Virginia","1971","null","462","null","1551","null","463","null","201","135","null","null","0","13","null","null","219","null","82","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510139801001","Block Group 1, Census Tract 9801, Arlington County, Virginia","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510139802001","Block Group 1, Census Tract 9802, Arlington County, Virginia","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150701001","Block Group 1, Census Tract 701, Augusta County, Virginia","2925","null","627","null","1881","null","384","null","864","302","null","null","89","123","null","null","10","null","20","null","0","null","13","null","15","null","21","null","66","52","null","null","3","null","7","null","63","null","52","null",
"1500000US510150701002","Block Group 2, Census Tract 701, Augusta County, Virginia","597","null","161","null","590","null","162","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","7","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150701003","Block Group 3, Census Tract 701, Augusta County, Virginia","722","null","199","null","690","null","192","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","32","51","null","null","0","null","13","null","32","null","51","null",
"1500000US510150701004","Block Group 4, Census Tract 701, Augusta County, Virginia","687","null","152","null","316","null","96","null","339","79","null","null","0","13","null","null","4","null","7","null","0","null","13","null","5","null","9","null","23","21","null","null","12","null","16","null","11","null","16","null",
"1500000US510150702001","Block Group 1, Census Tract 702, Augusta County, Virginia","1448","null","423","null","1434","null","422","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","10","null","17","null","4","9","null","null","4","null","9","null","0","null","13","null",
"1500000US510150702002","Block Group 2, Census Tract 702, Augusta County, Virginia","1284","null","242","null","1255","null","243","null","15","26","null","null","0","13","null","null","0","null","13","null","0","null","13","null","3","null","6","null","11","20","null","null","0","null","13","null","11","null","20","null",
"1500000US510150702003","Block Group 3, Census Tract 702, Augusta County, Virginia","999","null","276","null","962","null","270","null","19","31","null","null","0","13","null","null","0","null","13","null","0","null","13","null","9","null","17","null","9","14","null","null","0","null","13","null","9","null","14","null",
"1500000US510150703001","Block Group 1, Census Tract 703, Augusta County, Virginia","2369","null","404","null","2169","null","379","null","3","3","null","null","0","13","null","null","0","null","13","null","7","null","12","null","0","null","13","null","190","168","null","null","29","null","47","null","161","null","162","null",
"1500000US510150703002","Block Group 2, Census Tract 703, Augusta County, Virginia","1833","null","491","null","1492","null","450","null","0","13","null","null","0","13","null","null","15","null","29","null","0","null","13","null","164","null","241","null","162","142","null","null","54","null","65","null","108","null","126","null",
"1500000US510150703003","Block Group 3, Census Tract 703, Augusta County, Virginia","358","null","171","null","358","null","171","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150703004","Block Group 4, Census Tract 703, Augusta County, Virginia","2092","null","643","null","2042","null","653","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","50","80","null","null","50","null","80","null","0","null","13","null",
"1500000US510150704001","Block Group 1, Census Tract 704, Augusta County, Virginia","1934","null","492","null","1840","null","491","null","0","13","null","null","0","13","null","null","83","null","122","null","5","null","14","null","0","null","13","null","6","12","null","null","0","null","13","null","6","null","12","null",
"1500000US510150704002","Block Group 2, Census Tract 704, Augusta County, Virginia","2037","null","420","null","1911","null","422","null","23","50","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","103","121","null","null","11","null","23","null","92","null","122","null",
"1500000US510150704003","Block Group 3, Census Tract 704, Augusta County, Virginia","1554","null","381","null","1534","null","381","null","20","42","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150705001","Block Group 1, Census Tract 705, Augusta County, Virginia","809","null","253","null","809","null","253","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150705002","Block Group 2, Census Tract 705, Augusta County, Virginia","1459","null","349","null","1445","null","350","null","1","2","null","null","8","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","5","9","null","null","0","null","13","null","5","null","9","null",
"1500000US510150705003","Block Group 3, Census Tract 705, Augusta County, Virginia","2011","null","638","null","1989","null","632","null","8","18","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","14","24","null","null","0","null","13","null","14","null","24","null",
"1500000US510150705004","Block Group 4, Census Tract 705, Augusta County, Virginia","995","null","262","null","934","null","241","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","61","95","null","null","0","null","13","null","61","null","95","null",
"1500000US510150706011","Block Group 1, Census Tract 706.01, Augusta County, Virginia","1319","null","424","null","1264","null","417","null","27","45","null","null","0","13","null","null","12","null","21","null","0","null","13","null","16","null","29","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150706012","Block Group 2, Census Tract 706.01, Augusta County, Virginia","1495","null","375","null","1108","null","311","null","44","75","null","null","0","13","null","null","0","null","13","null","0","null","13","null","318","null","220","null","25","35","null","null","16","null","28","null","9","null","17","null",
"1500000US510150706021","Block Group 1, Census Tract 706.02, Augusta County, Virginia","1204","null","361","null","742","null","248","null","416","220","null","null","24","21","null","null","14","null","21","null","0","null","13","null","3","null","6","null","5","10","null","null","3","null","5","null","2","null","6","null",
"1500000US510150706022","Block Group 2, Census Tract 706.02, Augusta County, Virginia","1872","null","398","null","1318","null","349","null","219","215","null","null","0","13","null","null","0","null","13","null","0","null","13","null","18","null","33","null","317","211","null","null","0","null","13","null","317","null","211","null",
"1500000US510150706031","Block Group 1, Census Tract 706.03, Augusta County, Virginia","2096","null","538","null","1856","null","513","null","156","129","null","null","22","32","null","null","0","null","13","null","0","null","13","null","25","null","42","null","37","44","null","null","29","null","42","null","8","null","15","null",
"1500000US510150706032","Block Group 2, Census Tract 706.03, Augusta County, Virginia","2041","null","560","null","2035","null","561","null","6","15","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150707011","Block Group 1, Census Tract 707.01, Augusta County, Virginia","1046","null","504","null","1046","null","504","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150707012","Block Group 2, Census Tract 707.01, Augusta County, Virginia","1662","null","401","null","1658","null","402","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","4","11","null","null","0","null","13","null","4","null","11","null",
"1500000US510150707013","Block Group 3, Census Tract 707.01, Augusta County, Virginia","2214","null","528","null","1965","null","514","null","232","111","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","17","34","null","null","0","null","13","null","17","null","34","null",
"1500000US510150707021","Block Group 1, Census Tract 707.02, Augusta County, Virginia","836","null","219","null","761","null","230","null","58","81","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","17","24","null","null","0","null","13","null","17","null","24","null",
"1500000US510150707022","Block Group 2, Census Tract 707.02, Augusta County, Virginia","1745","null","816","null","1514","null","793","null","9","15","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","222","183","null","null","94","null","90","null","128","null","149","null",
"1500000US510150708011","Block Group 1, Census Tract 708.01, Augusta County, Virginia","1214","null","474","null","1214","null","474","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150708012","Block Group 2, Census Tract 708.01, Augusta County, Virginia","1190","null","290","null","1190","null","290","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150708021","Block Group 1, Census Tract 708.02, Augusta County, Virginia","1677","null","460","null","1657","null","460","null","0","13","null","null","0","13","null","null","20","null","35","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150708022","Block Group 2, Census Tract 708.02, Augusta County, Virginia","692","null","308","null","677","null","312","null","15","26","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150708023","Block Group 3, Census Tract 708.02, Augusta County, Virginia","1027","null","283","null","1027","null","283","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150708024","Block Group 4, Census Tract 708.02, Augusta County, Virginia","653","null","281","null","630","null","289","null","23","35","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150709001","Block Group 1, Census Tract 709, Augusta County, Virginia","1401","null","501","null","1380","null","503","null","21","35","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150709002","Block Group 2, Census Tract 709, Augusta County, Virginia","755","null","222","null","755","null","222","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150709003","Block Group 3, Census Tract 709, Augusta County, Virginia","500","null","239","null","435","null","242","null","23","35","null","null","0","13","null","null","0","null","13","null","42","null","58","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150709004","Block Group 4, Census Tract 709, Augusta County, Virginia","2070","null","516","null","1901","null","505","null","2","4","null","null","0","13","null","null","67","null","107","null","0","null","13","null","51","null","80","null","49","47","null","null","0","null","13","null","49","null","47","null",
"1500000US510150710001","Block Group 1, Census Tract 710, Augusta County, Virginia","847","null","279","null","809","null","290","null","0","13","null","null","0","13","null","null","36","null","63","null","2","null","6","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150710002","Block Group 2, Census Tract 710, Augusta County, Virginia","765","null","269","null","701","null","257","null","51","85","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","13","31","null","null","0","null","13","null","13","null","31","null",
"1500000US510150710003","Block Group 3, Census Tract 710, Augusta County, Virginia","2565","null","627","null","2358","null","615","null","128","43","null","null","0","13","null","null","33","null","54","null","18","null","28","null","1","null","2","null","27","29","null","null","0","null","13","null","27","null","29","null",
"1500000US510150710004","Block Group 4, Census Tract 710, Augusta County, Virginia","1044","null","265","null","1031","null","262","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","13","22","null","null","0","null","13","null","13","null","22","null",
"1500000US510150711011","Block Group 1, Census Tract 711.01, Augusta County, Virginia","569","null","267","null","549","null","271","null","9","16","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","11","20","null","null","0","null","13","null","11","null","20","null",
"1500000US510150711012","Block Group 2, Census Tract 711.01, Augusta County, Virginia","1377","null","353","null","1251","null","333","null","84","112","null","null","0","13","null","null","18","null","35","null","0","null","13","null","0","null","13","null","24","42","null","null","0","null","13","null","24","null","42","null",
"1500000US510150711013","Block Group 3, Census Tract 711.01, Augusta County, Virginia","763","null","235","null","702","null","235","null","54","59","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","7","12","null","null","0","null","13","null","7","null","12","null",
"1500000US510150711014","Block Group 4, Census Tract 711.01, Augusta County, Virginia","1644","null","370","null","1312","null","320","null","185","179","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","147","150","null","null","81","null","130","null","66","null","76","null",
"1500000US510150711021","Block Group 1, Census Tract 711.02, Augusta County, Virginia","769","null","276","null","764","null","277","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","5","11","null","null","0","null","13","null","5","null","11","null",
"1500000US510150711022","Block Group 2, Census Tract 711.02, Augusta County, Virginia","1110","null","531","null","995","null","437","null","108","138","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","7","14","null","null","0","null","13","null","7","null","14","null",
"1500000US510150711023","Block Group 3, Census Tract 711.02, Augusta County, Virginia","2089","null","503","null","2019","null","489","null","0","13","null","null","0","13","null","null","47","null","60","null","0","null","13","null","0","null","13","null","23","40","null","null","0","null","13","null","23","null","40","null",
"1500000US510150711024","Block Group 4, Census Tract 711.02, Augusta County, Virginia","2582","null","504","null","2450","null","484","null","81","107","null","null","6","15","null","null","0","null","13","null","0","null","13","null","0","null","13","null","45","65","null","null","0","null","13","null","45","null","65","null",
"1500000US510150712011","Block Group 1, Census Tract 712.01, Augusta County, Virginia","1242","null","303","null","1121","null","335","null","20","32","null","null","0","13","null","null","101","null","135","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150712012","Block Group 2, Census Tract 712.01, Augusta County, Virginia","987","null","347","null","987","null","347","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150712021","Block Group 1, Census Tract 712.02, Augusta County, Virginia","1367","null","273","null","1341","null","275","null","26","27","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510150712022","Block Group 2, Census Tract 712.02, Augusta County, Virginia","1090","null","398","null","1003","null","403","null","52","68","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","35","68","null","null","0","null","13","null","35","null","68","null",
"1500000US510150712023","Block Group 3, Census Tract 712.02, Augusta County, Virginia","1316","null","336","null","1300","null","338","null","7","13","null","null","0","13","null","null","6","null","11","null","0","null","13","null","0","null","13","null","3","6","null","null","0","null","13","null","3","null","6","null",
"1500000US510179201011","Block Group 1, Census Tract 9201.01, Bath County, Virginia","720","null","327","null","704","null","321","null","16","31","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510179201012","Block Group 2, Census Tract 9201.01, Bath County, Virginia","1187","null","309","null","1145","null","304","null","24","47","null","null","18","35","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510179201021","Block Group 1, Census Tract 9201.02, Bath County, Virginia","958","null","325","null","900","null","325","null","46","71","null","null","0","13","null","null","12","null","21","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1500000US510179201022","Block Group 2, Census Tract 9201.02, Bath County, Virginia","989","null","349","null","920","null","355","null","69","57","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null",
