"GEO_ID","NAME","B01002_001E","B01002_001M","B01002_001MA","B01002_001EA","B01002_002E","B01002_002EA","B01002_002M","B01002_002MA","B01002_003E","B01002_003M","B01002_003MA","B01002_003EA",
"Geography","Geographic Area Name","Estimate!!Median age --!!Total:","Margin of Error!!Median age --!!Total:","Annotation of Margin of Error!!Median age --!!Total:","Annotation of Estimate!!Median age --!!Total:","Estimate!!Median age --!!Male","Annotation of Estimate!!Median age --!!Male","Margin of Error!!Median age --!!Male","Annotation of Margin of Error!!Median age --!!Male","Estimate!!Median age --!!Female","Margin of Error!!Median age --!!Female","Annotation of Margin of Error!!Median age --!!Female","Annotation of Estimate!!Median age --!!Female",
"1500000US510010901011","Block Group 1, Census Tract 901.01, Accomack County, Virginia","62.8","6.7","null","null","65.5","null","4.2","null","59.4","6.5","null","null",
"1500000US510010901012","Block Group 2, Census Tract 901.01, Accomack County, Virginia","50.3","23.1","null","null","51.8","null","10.3","null","38.5","23.4","null","null",
"1500000US510010901021","Block Group 1, Census Tract 901.02, Accomack County, Virginia","67.0","3.8","null","null","67.2","null","4.6","null","66.9","4.0","null","null",
"1500000US510010901022","Block Group 2, Census Tract 901.02, Accomack County, Virginia","30.3","39.6","null","null","19.7","null","7.9","null","63.1","31.2","null","null",
"1500000US510010902011","Block Group 1, Census Tract 902.01, Accomack County, Virginia","53.3","4.4","null","null","53.9","null","7.6","null","50.8","9.5","null","null",
"1500000US510010902012","Block Group 2, Census Tract 902.01, Accomack County, Virginia","61.2","14.4","null","null","48.7","null","29.7","null","63.1","3.8","null","null",
"1500000US510010902021","Block Group 1, Census Tract 902.02, Accomack County, Virginia","40.7","16.0","null","null","40.8","null","16.8","null","36.6","21.3","null","null",
"1500000US510010902022","Block Group 2, Census Tract 902.02, Accomack County, Virginia","47.5","22.4","null","null","46.5","null","25.2","null","52.2","18.3","null","null",
"1500000US510010902023","Block Group 3, Census Tract 902.02, Accomack County, Virginia","54.9","6.3","null","null","50.7","null","10.7","null","58.1","9.4","null","null",
"1500000US510010903001","Block Group 1, Census Tract 903, Accomack County, Virginia","61.2","9.9","null","null","61.6","null","15.0","null","61.1","9.5","null","null",
"1500000US510010903002","Block Group 2, Census Tract 903, Accomack County, Virginia","35.3","9.9","null","null","32.6","null","0.5","null","44.1","17.9","null","null",
"1500000US510010903003","Block Group 3, Census Tract 903, Accomack County, Virginia","43.3","8.7","null","null","40.0","null","11.5","null","43.8","13.8","null","null",
"1500000US510010904011","Block Group 1, Census Tract 904.01, Accomack County, Virginia","41.0","15.0","null","null","35.2","null","11.7","null","41.6","20.5","null","null",
"1500000US510010904012","Block Group 2, Census Tract 904.01, Accomack County, Virginia","48.4","15.6","null","null","51.1","null","20.1","null","41.6","21.9","null","null",
"1500000US510010904021","Block Group 1, Census Tract 904.02, Accomack County, Virginia","45.2","15.3","null","null","51.3","null","11.0","null","36.9","17.1","null","null",
"1500000US510010904022","Block Group 2, Census Tract 904.02, Accomack County, Virginia","31.8","4.8","null","null","33.1","null","5.1","null","31.4","8.7","null","null",
"1500000US510010905001","Block Group 1, Census Tract 905, Accomack County, Virginia","44.6","14.1","null","null","47.2","null","21.0","null","44.2","13.5","null","null",
"1500000US510010905002","Block Group 2, Census Tract 905, Accomack County, Virginia","38.9","11.7","null","null","43.1","null","15.1","null","36.6","15.3","null","null",
"1500000US510010905003","Block Group 3, Census Tract 905, Accomack County, Virginia","35.1","9.8","null","null","38.0","null","17.5","null","31.1","11.3","null","null",
"1500000US510010906001","Block Group 1, Census Tract 906, Accomack County, Virginia","57.6","4.5","null","null","55.0","null","8.4","null","59.3","6.6","null","null",
"1500000US510010906002","Block Group 2, Census Tract 906, Accomack County, Virginia","65.1","7.9","null","null","58.0","null","8.6","null","67.3","6.9","null","null",
"1500000US510010906003","Block Group 3, Census Tract 906, Accomack County, Virginia","54.9","12.4","null","null","42.8","null","24.0","null","57.6","7.4","null","null",
"1500000US510010906004","Block Group 4, Census Tract 906, Accomack County, Virginia","59.0","4.5","null","null","60.4","null","12.3","null","58.9","3.0","null","null",
"1500000US510010907001","Block Group 1, Census Tract 907, Accomack County, Virginia","37.1","7.0","null","null","34.4","null","11.7","null","37.4","5.4","null","null",
"1500000US510010907002","Block Group 2, Census Tract 907, Accomack County, Virginia","48.2","6.9","null","null","27.2","null","14.3","null","57.0","12.2","null","null",
"1500000US510010907003","Block Group 3, Census Tract 907, Accomack County, Virginia","48.7","21.4","null","null","31.5","null","42.6","null","58.1","23.5","null","null",
"1500000US510010907004","Block Group 4, Census Tract 907, Accomack County, Virginia","40.6","28.8","null","null","43.1","null","26.4","null","37.4","38.6","null","null",
"1500000US510010907005","Block Group 5, Census Tract 907, Accomack County, Virginia","48.3","3.3","null","null","47.6","null","5.4","null","49.5","12.1","null","null",
"1500000US510010908001","Block Group 1, Census Tract 908, Accomack County, Virginia","61.5","8.5","null","null","61.7","null","17.6","null","60.6","11.6","null","null",
"1500000US510010908002","Block Group 2, Census Tract 908, Accomack County, Virginia","27.6","14.9","null","null","20.9","null","24.8","null","30.4","12.3","null","null",
"1500000US510010908003","Block Group 3, Census Tract 908, Accomack County, Virginia","35.7","12.8","null","null","29.0","null","18.5","null","41.0","15.2","null","null",
"1500000US510019801001","Block Group 1, Census Tract 9801, Accomack County, Virginia","-","**","**","-","-","-","**","**","-","**","**","-",
"1500000US510019802001","Block Group 1, Census Tract 9802, Accomack County, Virginia","-","**","**","-","-","-","**","**","-","**","**","-",
"1500000US510019901000","Block Group 0, Census Tract 9901, Accomack County, Virginia","-","**","**","-","-","-","**","**","-","**","**","-",
"1500000US510019902000","Block Group 0, Census Tract 9902, Accomack County, Virginia","-","**","**","-","-","-","**","**","-","**","**","-",
"1500000US510030101001","Block Group 1, Census Tract 101, Albemarle County, Virginia","48.2","12.6","null","null","41.0","null","19.0","null","50.0","13.0","null","null",
"1500000US510030101002","Block Group 2, Census Tract 101, Albemarle County, Virginia","58.1","4.3","null","null","56.8","null","6.6","null","58.3","9.0","null","null",
"1500000US510030101003","Block Group 3, Census Tract 101, Albemarle County, Virginia","51.0","12.0","null","null","50.9","null","13.6","null","54.2","15.7","null","null",
"1500000US510030102011","Block Group 1, Census Tract 102.01, Albemarle County, Virginia","48.0","7.0","null","null","52.8","null","4.6","null","44.9","7.8","null","null",
"1500000US510030102012","Block Group 2, Census Tract 102.01, Albemarle County, Virginia","32.7","7.3","null","null","27.5","null","9.1","null","37.3","7.7","null","null",
"1500000US510030102013","Block Group 3, Census Tract 102.01, Albemarle County, Virginia","38.3","9.6","null","null","45.9","null","11.2","null","35.1","13.4","null","null",
"1500000US510030102021","Block Group 1, Census Tract 102.02, Albemarle County, Virginia","45.9","16.4","null","null","56.3","null","18.6","null","45.2","11.9","null","null",
"1500000US510030102022","Block Group 2, Census Tract 102.02, Albemarle County, Virginia","48.8","4.3","null","null","49.4","null","7.3","null","48.0","4.0","null","null",
"1500000US510030103011","Block Group 1, Census Tract 103.01, Albemarle County, Virginia","33.4","5.4","null","null","32.1","null","14.7","null","34.5","11.5","null","null",
"1500000US510030103021","Block Group 1, Census Tract 103.02, Albemarle County, Virginia","32.5","11.0","null","null","28.3","null","9.1","null","44.7","5.5","null","null",
"1500000US510030103031","Block Group 1, Census Tract 103.03, Albemarle County, Virginia","35.4","1.8","null","null","35.5","null","1.8","null","35.3","3.4","null","null",
"1500000US510030103032","Block Group 2, Census Tract 103.03, Albemarle County, Virginia","59.6","6.3","null","null","53.5","null","16.7","null","61.7","1.8","null","null",
"1500000US510030103033","Block Group 3, Census Tract 103.03, Albemarle County, Virginia","46.3","5.4","null","null","44.6","null","13.3","null","47.0","8.2","null","null",
"1500000US510030104011","Block Group 1, Census Tract 104.01, Albemarle County, Virginia","54.0","2.8","null","null","53.9","null","2.0","null","54.3","10.7","null","null",
"1500000US510030104012","Block Group 2, Census Tract 104.01, Albemarle County, Virginia","42.7","8.8","null","null","43.1","null","11.4","null","42.5","10.4","null","null",
"1500000US510030104013","Block Group 3, Census Tract 104.01, Albemarle County, Virginia","58.9","16.3","null","null","62.9","null","21.0","null","57.6","18.6","null","null",
"1500000US510030104021","Block Group 1, Census Tract 104.02, Albemarle County, Virginia","45.1","5.1","null","null","42.8","null","30.7","null","45.2","7.0","null","null",
"1500000US510030104022","Block Group 2, Census Tract 104.02, Albemarle County, Virginia","59.7","7.8","null","null","59.6","null","7.9","null","60.1","12.7","null","null",
"1500000US510030104023","Block Group 3, Census Tract 104.02, Albemarle County, Virginia","53.8","7.5","null","null","54.4","null","10.3","null","53.2","7.0","null","null",
"1500000US510030105011","Block Group 1, Census Tract 105.01, Albemarle County, Virginia","51.3","13.2","null","null","51.9","null","9.1","null","43.7","19.3","null","null",
"1500000US510030105012","Block Group 2, Census Tract 105.01, Albemarle County, Virginia","36.6","3.1","null","null","33.9","null","11.5","null","37.0","16.0","null","null",
"1500000US510030105021","Block Group 1, Census Tract 105.02, Albemarle County, Virginia","43.4","13.4","null","null","39.2","null","16.8","null","64.7","23.5","null","null",
"1500000US510030105022","Block Group 2, Census Tract 105.02, Albemarle County, Virginia","37.3","3.4","null","null","27.8","null","1.7","null","47.5","32.5","null","null",
"1500000US510030105023","Block Group 3, Census Tract 105.02, Albemarle County, Virginia","49.2","14.0","null","null","40.0","null","22.5","null","49.5","3.7","null","null",
"1500000US510030106021","Block Group 1, Census Tract 106.02, Albemarle County, Virginia","46.9","10.5","null","null","45.6","null","17.3","null","47.2","11.0","null","null",
"1500000US510030106022","Block Group 2, Census Tract 106.02, Albemarle County, Virginia","45.6","9.5","null","null","42.4","null","14.2","null","46.8","9.5","null","null",
"1500000US510030106023","Block Group 3, Census Tract 106.02, Albemarle County, Virginia","33.6","8.2","null","null","31.8","null","2.0","null","41.7","9.3","null","null",
"1500000US510030106031","Block Group 1, Census Tract 106.03, Albemarle County, Virginia","69.1","6.3","null","null","56.9","null","22.8","null","73.9","9.7","null","null",
"1500000US510030106032","Block Group 2, Census Tract 106.03, Albemarle County, Virginia","24.7","7.4","null","null","34.8","null","8.0","null","23.9","1.9","null","null",
"1500000US510030106041","Block Group 1, Census Tract 106.04, Albemarle County, Virginia","57.7","4.8","null","null","57.3","null","4.3","null","58.4","7.5","null","null",
"1500000US510030106042","Block Group 2, Census Tract 106.04, Albemarle County, Virginia","30.8","11.3","null","null","27.1","null","9.5","null","39.1","8.5","null","null",
"1500000US510030106043","Block Group 3, Census Tract 106.04, Albemarle County, Virginia","42.9","3.6","null","null","39.7","null","5.5","null","48.6","8.7","null","null",
"1500000US510030107011","Block Group 1, Census Tract 107.01, Albemarle County, Virginia","28.6","1.4","null","null","30.0","null","2.4","null","27.2","4.1","null","null",
"1500000US510030107012","Block Group 2, Census Tract 107.01, Albemarle County, Virginia","56.6","11.3","null","null","61.6","null","21.4","null","56.0","8.4","null","null",
"1500000US510030107021","Block Group 1, Census Tract 107.02, Albemarle County, Virginia","54.2","10.1","null","null","47.8","null","20.3","null","54.4","8.3","null","null",
"1500000US510030107022","Block Group 2, Census Tract 107.02, Albemarle County, Virginia","29.8","8.3","null","null","29.1","null","4.5","null","39.2","18.1","null","null",
"1500000US510030107023","Block Group 3, Census Tract 107.02, Albemarle County, Virginia","43.4","17.9","null","null","43.8","null","15.3","null","43.2","22.6","null","null",
"1500000US510030108011","Block Group 1, Census Tract 108.01, Albemarle County, Virginia","30.1","6.7","null","null","35.7","null","9.3","null","27.0","4.2","null","null",
"1500000US510030108012","Block Group 2, Census Tract 108.01, Albemarle County, Virginia","36.6","8.0","null","null","33.5","null","5.6","null","38.5","7.7","null","null",
"1500000US510030108013","Block Group 3, Census Tract 108.01, Albemarle County, Virginia","77.4","8.2","null","null","77.5","null","8.0","null","74.8","13.8","null","null",
"1500000US510030108021","Block Group 1, Census Tract 108.02, Albemarle County, Virginia","36.1","7.6","null","null","36.2","null","6.2","null","33.8","12.8","null","null",
"1500000US510030108022","Block Group 2, Census Tract 108.02, Albemarle County, Virginia","38.0","7.0","null","null","31.0","null","9.1","null","38.5","2.1","null","null",
"1500000US510030109011","Block Group 1, Census Tract 109.01, Albemarle County, Virginia","28.0","1.3","null","null","27.8","null","1.1","null","28.5","1.6","null","null",
"1500000US510030109012","Block Group 2, Census Tract 109.01, Albemarle County, Virginia","23.7","3.8","null","null","25.2","null","6.2","null","23.2","3.9","null","null",
"1500000US510030109041","Block Group 1, Census Tract 109.04, Albemarle County, Virginia","19.6","0.3","null","null","19.6","null","0.2","null","19.5","0.5","null","null",
"1500000US510030109042","Block Group 2, Census Tract 109.04, Albemarle County, Virginia","19.2","0.5","null","null","19.4","null","0.5","null","19.1","0.5","null","null",
"1500000US510030109043","Block Group 3, Census Tract 109.04, Albemarle County, Virginia","19.1","0.3","null","null","19.3","null","0.3","null","18.9","0.3","null","null",
"1500000US510030110001","Block Group 1, Census Tract 110, Albemarle County, Virginia","56.3","6.0","null","null","59.0","null","10.0","null","56.1","5.4","null","null",
"1500000US510030110002","Block Group 2, Census Tract 110, Albemarle County, Virginia","49.6","16.5","null","null","45.3","null","18.6","null","59.5","15.7","null","null",
"1500000US510030110003","Block Group 3, Census Tract 110, Albemarle County, Virginia","48.2","7.3","null","null","46.1","null","7.7","null","48.8","9.4","null","null",
"1500000US510030110004","Block Group 4, Census Tract 110, Albemarle County, Virginia","55.9","13.6","null","null","47.5","null","7.9","null","60.5","7.1","null","null",
"1500000US510030110005","Block Group 5, Census Tract 110, Albemarle County, Virginia","40.3","6.4","null","null","13.0","null","43.4","null","43.1","5.4","null","null",
"1500000US510030111011","Block Group 1, Census Tract 111.01, Albemarle County, Virginia","47.5","21.2","null","null","37.5","null","16.1","null","53.1","13.2","null","null",
"1500000US510030111012","Block Group 2, Census Tract 111.01, Albemarle County, Virginia","32.5","7.9","null","null","32.3","null","13.7","null","32.9","20.2","null","null",
"1500000US510030111013","Block Group 3, Census Tract 111.01, Albemarle County, Virginia","60.9","7.3","null","null","63.5","null","6.4","null","60.0","29.1","null","null",
"1500000US510030111021","Block Group 1, Census Tract 111.02, Albemarle County, Virginia","32.9","9.2","null","null","33.0","null","11.7","null","32.8","17.2","null","null",
"1500000US510030111022","Block Group 2, Census Tract 111.02, Albemarle County, Virginia","44.7","2.1","null","null","45.0","null","3.8","null","44.6","1.5","null","null",
"1500000US510030111031","Block Group 1, Census Tract 111.03, Albemarle County, Virginia","42.9","4.1","null","null","42.8","null","1.4","null","44.2","10.1","null","null",
"1500000US510030111032","Block Group 2, Census Tract 111.03, Albemarle County, Virginia","60.7","6.8","null","null","57.8","null","9.8","null","61.4","4.6","null","null",
"1500000US510030111033","Block Group 3, Census Tract 111.03, Albemarle County, Virginia","44.0","8.5","null","null","44.7","null","8.5","null","43.2","11.8","null","null",
"1500000US510030111034","Block Group 4, Census Tract 111.03, Albemarle County, Virginia","37.0","38.6","null","null","41.1","null","46.7","null","19.0","46.1","null","null",
"1500000US510030111035","Block Group 5, Census Tract 111.03, Albemarle County, Virginia","35.1","4.0","null","null","34.4","null","22.6","null","35.5","5.5","null","null",
"1500000US510030112011","Block Group 1, Census Tract 112.01, Albemarle County, Virginia","45.4","13.1","null","null","42.4","null","11.2","null","48.8","15.9","null","null",
"1500000US510030112012","Block Group 2, Census Tract 112.01, Albemarle County, Virginia","49.9","6.4","null","null","50.0","null","3.3","null","46.8","11.5","null","null",
"1500000US510030112013","Block Group 3, Census Tract 112.01, Albemarle County, Virginia","43.8","7.9","null","null","43.9","null","7.4","null","43.6","16.4","null","null",
"1500000US510030112021","Block Group 1, Census Tract 112.02, Albemarle County, Virginia","35.2","16.2","null","null","37.0","null","23.5","null","31.7","43.6","null","null",
"1500000US510030112022","Block Group 2, Census Tract 112.02, Albemarle County, Virginia","50.0","8.3","null","null","46.9","null","8.6","null","50.4","8.9","null","null",
"1500000US510030112023","Block Group 3, Census Tract 112.02, Albemarle County, Virginia","46.7","4.8","null","null","47.4","null","4.2","null","46.1","6.5","null","null",
"1500000US510030112024","Block Group 4, Census Tract 112.02, Albemarle County, Virginia","46.0","18.1","null","null","43.3","null","6.8","null","58.7","20.2","null","null",
"1500000US510030113011","Block Group 1, Census Tract 113.01, Albemarle County, Virginia","43.7","6.4","null","null","44.6","null","7.1","null","40.5","15.5","null","null",
"1500000US510030113012","Block Group 2, Census Tract 113.01, Albemarle County, Virginia","48.0","6.3","null","null","48.7","null","4.3","null","44.9","10.8","null","null",
"1500000US510030113013","Block Group 3, Census Tract 113.01, Albemarle County, Virginia","53.4","8.1","null","null","53.3","null","10.0","null","54.1","11.9","null","null",
"1500000US510030113014","Block Group 4, Census Tract 113.01, Albemarle County, Virginia","31.5","18.4","null","null","30.9","null","1.0","null","52.3","30.1","null","null",
"1500000US510030113015","Block Group 5, Census Tract 113.01, Albemarle County, Virginia","56.5","9.0","null","null","59.1","null","19.8","null","55.9","8.5","null","null",
"1500000US510030113021","Block Group 1, Census Tract 113.02, Albemarle County, Virginia","31.3","5.8","null","null","28.4","null","6.0","null","31.7","7.1","null","null",
"1500000US510030113022","Block Group 2, Census Tract 113.02, Albemarle County, Virginia","31.3","8.7","null","null","38.0","null","9.1","null","25.1","5.1","null","null",
"1500000US510030113023","Block Group 3, Census Tract 113.02, Albemarle County, Virginia","25.5","4.6","null","null","28.4","null","1.7","null","23.2","2.2","null","null",
"1500000US510030113024","Block Group 4, Census Tract 113.02, Albemarle County, Virginia","30.6","2.4","null","null","33.0","null","2.9","null","27.2","2.8","null","null",
"1500000US510030113031","Block Group 1, Census Tract 113.03, Albemarle County, Virginia","32.5","2.0","null","null","31.9","null","2.4","null","33.4","3.5","null","null",
"1500000US510030113032","Block Group 2, Census Tract 113.03, Albemarle County, Virginia","42.6","3.0","null","null","41.8","null","2.3","null","43.9","4.5","null","null",
"1500000US510030114001","Block Group 1, Census Tract 114, Albemarle County, Virginia","41.9","22.8","null","null","46.4","null","20.9","null","41.4","31.4","null","null",
"1500000US510030114002","Block Group 2, Census Tract 114, Albemarle County, Virginia","50.6","10.1","null","null","49.0","null","16.2","null","50.9","11.7","null","null",
"1500000US510030114003","Block Group 3, Census Tract 114, Albemarle County, Virginia","44.0","8.4","null","null","43.5","null","5.6","null","48.6","13.5","null","null",
"1500000US510030114004","Block Group 4, Census Tract 114, Albemarle County, Virginia","51.1","4.1","null","null","51.3","null","4.5","null","48.8","8.8","null","null",
"1500000US510050701001","Block Group 1, Census Tract 701, Alleghany County, Virginia","57.7","18.5","null","null","48.5","null","47.3","null","58.8","14.4","null","null",
"1500000US510050701002","Block Group 2, Census Tract 701, Alleghany County, Virginia","28.6","7.4","null","null","25.4","null","2.5","null","41.6","14.3","null","null",
"1500000US510050701003","Block Group 3, Census Tract 701, Alleghany County, Virginia","42.8","28.2","null","null","44.0","null","28.2","null","36.9","35.3","null","null",
"1500000US510050701004","Block Group 4, Census Tract 701, Alleghany County, Virginia","55.0","10.9","null","null","48.5","null","28.5","null","59.8","13.0","null","null",
"1500000US510050801001","Block Group 1, Census Tract 801, Alleghany County, Virginia","53.9","9.6","null","null","47.7","null","20.7","null","54.4","6.2","null","null",
"1500000US510050801002","Block Group 2, Census Tract 801, Alleghany County, Virginia","57.4","5.8","null","null","55.1","null","11.2","null","59.5","12.9","null","null",
"1500000US510050801003","Block Group 3, Census Tract 801, Alleghany County, Virginia","38.4","13.9","null","null","44.3","null","18.1","null","36.7","10.7","null","null",
"1500000US510050802011","Block Group 1, Census Tract 802.01, Alleghany County, Virginia","53.8","8.4","null","null","54.3","null","6.2","null","50.3","8.2","null","null",
"1500000US510050802012","Block Group 2, Census Tract 802.01, Alleghany County, Virginia","51.1","8.6","null","null","49.3","null","11.7","null","57.1","11.2","null","null",
"1500000US510050802021","Block Group 1, Census Tract 802.02, Alleghany County, Virginia","52.1","13.9","null","null","40.4","null","17.0","null","56.4","15.0","null","null",
"1500000US510050802022","Block Group 2, Census Tract 802.02, Alleghany County, Virginia","45.5","12.1","null","null","60.4","null","12.0","null","42.5","14.5","null","null",
"1500000US510050802023","Block Group 3, Census Tract 802.02, Alleghany County, Virginia","48.8","19.4","null","null","59.0","null","24.8","null","44.2","24.2","null","null",
"1500000US510050803011","Block Group 1, Census Tract 803.01, Alleghany County, Virginia","47.4","2.7","null","null","48.1","null","4.2","null","47.3","5.7","null","null",
"1500000US510050803021","Block Group 1, Census Tract 803.02, Alleghany County, Virginia","45.2","9.8","null","null","37.7","null","15.5","null","48.0","9.4","null","null",
"1500000US510050803022","Block Group 2, Census Tract 803.02, Alleghany County, Virginia","43.2","6.4","null","null","45.0","null","11.2","null","43.1","10.4","null","null",
"1500000US510079301011","Block Group 1, Census Tract 9301.01, Amelia County, Virginia","46.6","14.1","null","null","52.4","null","10.1","null","39.3","13.7","null","null",
"1500000US510079301012","Block Group 2, Census Tract 9301.01, Amelia County, Virginia","52.6","8.5","null","null","54.0","null","8.1","null","51.6","11.3","null","null",
"1500000US510079301021","Block Group 1, Census Tract 9301.02, Amelia County, Virginia","40.0","8.8","null","null","39.5","null","8.1","null","43.7","9.7","null","null",
"1500000US510079301022","Block Group 2, Census Tract 9301.02, Amelia County, Virginia","44.4","4.4","null","null","43.6","null","18.8","null","49.1","4.8","null","null",
"1500000US510079301023","Block Group 3, Census Tract 9301.02, Amelia County, Virginia","30.7","14.9","null","null","40.6","null","15.5","null","23.9","13.4","null","null",
"1500000US510079302001","Block Group 1, Census Tract 9302, Amelia County, Virginia","34.7","16.6","null","null","34.1","null","17.7","null","39.3","15.8","null","null",
"1500000US510079302002","Block Group 2, Census Tract 9302, Amelia County, Virginia","43.9","8.1","null","null","41.0","null","10.3","null","43.9","20.3","null","null",
"1500000US510079302003","Block Group 3, Census Tract 9302, Amelia County, Virginia","55.5","7.8","null","null","53.4","null","9.0","null","56.5","7.1","null","null",
"1500000US510079302004","Block Group 4, Census Tract 9302, Amelia County, Virginia","50.3","9.9","null","null","50.1","null","10.5","null","53.0","14.4","null","null",
"1500000US510090101001","Block Group 1, Census Tract 101, Amherst County, Virginia","53.7","14.3","null","null","38.6","null","25.4","null","60.0","8.1","null","null",
"1500000US510090101002","Block Group 2, Census Tract 101, Amherst County, Virginia","45.5","13.9","null","null","45.4","null","17.4","null","45.6","18.3","null","null",
"1500000US510090101003","Block Group 3, Census Tract 101, Amherst County, Virginia","53.5","12.8","null","null","57.4","null","7.7","null","53.1","25.0","null","null",
"1500000US510090101004","Block Group 4, Census Tract 101, Amherst County, Virginia","46.9","4.6","null","null","48.3","null","4.0","null","46.1","5.3","null","null",
"1500000US510090102011","Block Group 1, Census Tract 102.01, Amherst County, Virginia","46.1","12.9","null","null","46.8","null","15.6","null","39.9","14.3","null","null",
"1500000US510090102012","Block Group 2, Census Tract 102.01, Amherst County, Virginia","39.9","13.1","null","null","34.8","null","13.2","null","48.5","16.6","null","null",
"1500000US510090102013","Block Group 3, Census Tract 102.01, Amherst County, Virginia","39.8","7.9","null","null","52.7","null","7.2","null","23.8","12.6","null","null",
"1500000US510090102021","Block Group 1, Census Tract 102.02, Amherst County, Virginia","51.2","24.1","null","null","51.3","null","38.6","null","46.6","27.7","null","null",
"1500000US510090102022","Block Group 2, Census Tract 102.02, Amherst County, Virginia","38.7","7.9","null","null","38.6","null","6.9","null","43.0","19.0","null","null",
"1500000US510090103001","Block Group 1, Census Tract 103, Amherst County, Virginia","48.6","13.8","null","null","43.9","null","10.6","null","57.7","13.7","null","null",
"1500000US510090103002","Block Group 2, Census Tract 103, Amherst County, Virginia","44.8","6.2","null","null","41.5","null","9.6","null","46.0","6.1","null","null",
"1500000US510090103003","Block Group 3, Census Tract 103, Amherst County, Virginia","59.8","3.7","null","null","61.4","null","5.6","null","59.4","3.2","null","null",
"1500000US510090104011","Block Group 1, Census Tract 104.01, Amherst County, Virginia","39.5","6.6","null","null","33.4","null","10.7","null","43.4","7.2","null","null",
"1500000US510090104012","Block Group 2, Census Tract 104.01, Amherst County, Virginia","36.1","3.8","null","null","36.8","null","7.6","null","35.3","6.3","null","null",
"1500000US510090104021","Block Group 1, Census Tract 104.02, Amherst County, Virginia","46.2","8.4","null","null","46.0","null","16.7","null","46.2","8.6","null","null",
"1500000US510090104022","Block Group 2, Census Tract 104.02, Amherst County, Virginia","42.5","16.0","null","null","38.9","null","5.7","null","56.6","7.9","null","null",
"1500000US510090105041","Block Group 1, Census Tract 105.04, Amherst County, Virginia","31.6","5.7","null","null","19.9","null","21.6","null","35.1","6.0","null","null",
"1500000US510090105042","Block Group 2, Census Tract 105.04, Amherst County, Virginia","56.2","14.8","null","null","50.9","null","7.7","null","68.9","10.3","null","null",
"1500000US510090105043","Block Group 3, Census Tract 105.04, Amherst County, Virginia","44.5","6.2","null","null","41.7","null","5.3","null","48.9","4.7","null","null",
"1500000US510090105051","Block Group 1, Census Tract 105.05, Amherst County, Virginia","37.9","3.0","null","null","32.0","null","10.3","null","38.3","1.4","null","null",
"1500000US510090105061","Block Group 1, Census Tract 105.06, Amherst County, Virginia","45.9","8.5","null","null","41.4","null","6.2","null","49.1","11.3","null","null",
"1500000US510090106001","Block Group 1, Census Tract 106, Amherst County, Virginia","51.7","3.3","null","null","51.2","null","12.2","null","53.0","4.3","null","null",
"1500000US510090106002","Block Group 2, Census Tract 106, Amherst County, Virginia","45.6","5.5","null","null","48.2","null","11.7","null","44.1","8.3","null","null",
"1500000US510110401011","Block Group 1, Census Tract 401.01, Appomattox County, Virginia","37.7","5.3","null","null","39.7","null","4.7","null","36.1","5.6","null","null",
"1500000US510110401012","Block Group 2, Census Tract 401.01, Appomattox County, Virginia","34.8","11.3","null","null","35.5","null","16.8","null","34.5","14.7","null","null",
"1500000US510110401021","Block Group 1, Census Tract 401.02, Appomattox County, Virginia","35.1","6.5","null","null","26.4","null","18.7","null","36.6","12.8","null","null",
"1500000US510110401022","Block Group 2, Census Tract 401.02, Appomattox County, Virginia","51.8","14.4","null","null","51.7","null","16.1","null","52.5","20.3","null","null",
"1500000US510110401023","Block Group 3, Census Tract 401.02, Appomattox County, Virginia","35.6","13.7","null","null","30.6","null","14.9","null","41.5","20.6","null","null",
"1500000US510110402001","Block Group 1, Census Tract 402, Appomattox County, Virginia","52.2","15.8","null","null","34.2","null","20.3","null","55.7","5.2","null","null",
"1500000US510110402002","Block Group 2, Census Tract 402, Appomattox County, Virginia","41.7","6.2","null","null","41.8","null","7.5","null","41.5","16.0","null","null",
"1500000US510110402003","Block Group 3, Census Tract 402, Appomattox County, Virginia","47.1","5.7","null","null","40.3","null","9.5","null","51.2","5.2","null","null",
"1500000US510110403001","Block Group 1, Census Tract 403, Appomattox County, Virginia","47.5","13.1","null","null","56.3","null","13.5","null","46.3","19.5","null","null",
"1500000US510110403002","Block Group 2, Census Tract 403, Appomattox County, Virginia","48.6","6.2","null","null","47.6","null","11.4","null","50.2","8.2","null","null",
"1500000US510110403003","Block Group 3, Census Tract 403, Appomattox County, Virginia","40.5","6.6","null","null","42.3","null","8.2","null","39.9","6.9","null","null",
"1500000US510110403004","Block Group 4, Census Tract 403, Appomattox County, Virginia","61.7","12.3","null","null","59.6","null","19.1","null","64.2","11.2","null","null",
"1500000US510131001001","Block Group 1, Census Tract 1001, Arlington County, Virginia","49.3","2.6","null","null","49.2","null","2.7","null","52.8","8.8","null","null",
"1500000US510131001002","Block Group 2, Census Tract 1001, Arlington County, Virginia","39.8","6.1","null","null","42.0","null","15.9","null","38.1","5.4","null","null",
"1500000US510131001003","Block Group 3, Census Tract 1001, Arlington County, Virginia","41.1","5.1","null","null","40.8","null","3.2","null","43.1","6.7","null","null",
"1500000US510131001004","Block Group 4, Census Tract 1001, Arlington County, Virginia","44.3","3.3","null","null","38.9","null","10.2","null","46.1","3.9","null","null",
